Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7433567,9.8007431,9.5822258,27.58
2,5.7490115,9.7814722,9.6506462,27.63
3,5.7427115,9.8029461,9.6567030,27.61
4,5.7414980,9.8070898,9.5766172,27.59
5,5.7487555,9.7823439,9.5655441,27.59
6,5.7448196,9.7957525,9.5546227,27.61
7,5.7414141,9.8073769,9.5375338,27.63
8,5.7452135,9.7944098,9.5220480,27.68
9,5.7486248,9.7827892,9.5969715,27.70
10,5.7415423,9.8069382,9.5852728,27.63
11,5.7434607,9.8003883,9.5042467,27.64
12,5.7487106,9.7824965,9.5022478,27.60
13,5.7448716,9.7955751,9.4915695,27.59
14,5.7408342,9.8093586,9.4723721,27.55
15,5.7466831,9.7894011,9.4749184,27.52
16,5.7478924,9.7852821,9.5406466,27.54
17,5.7410717,9.8085470,9.5115652,27.53
18,5.7444348,9.7970648,9.4314404,27.53
19,5.7479038,9.7852430,9.4402266,27.52
20,5.7443037,9.7975121,9.4290352,27.51
21,5.7404585,9.8106422,9.4040146,27.50
22,5.7483330,9.7837820,9.4258451,27.51
23,5.7463102,9.7906713,9.4780149,27.59
24,5.7405090,9.8104696,9.4315224,27.63
25,5.7465420,9.7898817,9.3694773,27.59
26,5.7465563,9.7898321,9.3741398,27.64
27,5.7441053,9.7981892,9.3642712,27.64
28,5.7407951,9.8094912,9.3347921,27.62
29,5.7489004,9.7818508,9.3767786,27.59
30,5.7451620,9.7945852,9.4139223,27.53
31,5.7399011,9.8125477,9.3599825,27.53
32,5.7479424,9.7851114,9.3098907,27.53
