Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434654,9.8003731,9.5366726,23.09
2,5.7458720,9.7921648,9.5525455,23.08
3,5.7438583,9.7990313,9.5525589,23.13
4,5.7434740,9.8003435,9.5105152,23.17
5,5.7459984,9.7917337,9.4945421,23.21
6,5.7453189,9.7940502,9.4918909,23.21
7,5.7426062,9.8033056,9.4669285,23.24
8,5.7437477,9.7994099,9.4560099,23.25
9,5.7457933,9.7924328,9.4734507,23.25
10,5.7439742,9.7986364,9.4659920,23.19
11,5.7436256,9.7998257,9.4244375,23.24
12,5.7465658,9.7898006,9.4136715,23.20
13,5.7445674,9.7966127,9.4126463,23.14
14,5.7421494,9.8048658,9.3901567,23.17
15,5.7447624,9.7959471,9.3817024,23.22
16,5.7448559,9.7956285,9.4032440,23.20
17,5.7432890,9.8009748,9.3895540,23.25
18,5.7445779,9.7965765,9.3494091,23.23
19,5.7462940,9.7907257,9.3425827,23.22
20,5.7436361,9.7997894,9.3357906,23.19
21,5.7426109,9.8032894,9.3140469,23.22
22,5.7452564,9.7942629,9.3108406,23.26
23,5.7449684,9.7952452,9.3316441,23.27
24,5.7431364,9.8014956,9.3134794,23.29
25,5.7455034,9.7934208,9.2789440,23.26
26,5.7463841,9.7904196,9.2759504,23.17
27,5.7428679,9.8024120,9.2642155,23.15
28,5.7430153,9.8019085,9.2431164,23.09
29,5.7451925,9.7944813,9.2492886,23.07
30,5.7445297,9.7967415,9.2600136,23.02
31,5.7429390,9.8021688,9.2332640,23.02
32,5.7455511,9.7932587,9.2087364,23.02
