Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440658,9.7983246,9.5141420,23.59
2,5.7441330,9.7980947,9.5035295,23.61
3,5.7441812,9.7979298,9.4952364,23.60
4,5.7443585,9.7973251,9.4832668,23.59
5,5.7449980,9.7951441,9.4723597,23.61
6,5.7445259,9.7967548,9.4608421,23.61
7,5.7437758,9.7993126,9.4484310,23.58
8,5.7441883,9.7979059,9.4378195,23.55
9,5.7442846,9.7975769,9.4256382,23.54
10,5.7442980,9.7975321,9.4178629,23.56
11,5.7444382,9.7970533,9.4074345,23.56
12,5.7452612,9.7942467,9.3951559,23.60
13,5.7444983,9.7968493,9.3852491,23.61
14,5.7436037,9.7999001,9.3723545,23.64
15,5.7440052,9.7985306,9.3642807,23.62
16,5.7440434,9.7983999,9.3520279,23.61
17,5.7444739,9.7969313,9.3417940,23.59
18,5.7445006,9.7968407,9.3309050,23.53
19,5.7448950,9.7954960,9.3189907,23.55
20,5.7440577,9.7983513,9.3079443,23.56
21,5.7433615,9.8007269,9.2947826,23.58
22,5.7439508,9.7987165,9.2870626,23.59
23,5.7441044,9.7981920,9.2757826,23.58
24,5.7442508,9.7976923,9.2630930,23.61
25,5.7449284,9.7953815,9.2523079,23.64
26,5.7448454,9.7956648,9.2422066,23.62
27,5.7439032,9.7988787,9.2304392,23.63
28,5.7434154,9.8005428,9.2139149,23.67
29,5.7440701,9.7983093,9.2034121,23.70
30,5.7441473,9.7980461,9.1925173,23.72
31,5.7441945,9.7978849,9.1785431,23.71
32,5.7441025,9.7981987,9.1655741,23.65
