Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439919,9.7985754,9.5148220,23.38
2,5.7441130,9.7981625,9.5031404,23.39
3,5.7442966,9.7975368,9.4944878,23.44
4,5.7445340,9.7967272,9.4844189,23.39
5,5.7448511,9.7956457,9.4725809,23.42
6,5.7442713,9.7976227,9.4627390,23.45
7,5.7438002,9.7992306,9.4490080,23.47
8,5.7445297,9.7967415,9.4365511,23.51
9,5.7442560,9.7976751,9.4258528,23.44
10,5.7442532,9.7976847,9.4171858,23.42
11,5.7446003,9.7965012,9.4081850,23.40
12,5.7451820,9.7945166,9.3981495,23.37
13,5.7443171,9.7974663,9.3873234,23.35
14,5.7434683,9.8003626,9.3745708,23.34
15,5.7440720,9.7983027,9.3653469,23.34
16,5.7441812,9.7979298,9.3540258,23.36
17,5.7443933,9.7972059,9.3433456,23.36
18,5.7447071,9.7961359,9.3346415,23.31
19,5.7450523,9.7949591,9.3225403,23.29
20,5.7441540,9.7980232,9.3114653,23.25
21,5.7435932,9.7999363,9.2970304,23.23
22,5.7436962,9.7995853,9.2894354,23.25
23,5.7440996,9.7982092,9.2755671,23.30
24,5.7443657,9.7973003,9.2628422,23.30
25,5.7441330,9.7980947,9.2502079,23.35
26,5.7448206,9.7957497,9.2393732,23.37
27,5.7439218,9.7988148,9.2256222,23.40
28,5.7433882,9.8006363,9.2099838,23.43
29,5.7439251,9.7988043,9.1993952,23.43
30,5.7444911,9.7968731,9.1884689,23.44
31,5.7443762,9.7972651,9.1746979,23.40
32,5.7444916,9.7968712,9.1640129,23.32
