Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7452970,9.7941246,9.4997530,24.97
2,5.7463431,9.7905588,9.4978237,25.01
3,5.7428675,9.8024130,9.4814453,25.04
4,5.7434516,9.8004198,9.4658289,25.05
5,5.7456074,9.7930670,9.4801302,25.09
6,5.7444801,9.7969103,9.4806061,25.11
7,5.7436218,9.7998390,9.4429321,25.15
8,5.7453794,9.7938433,9.4212894,25.12
9,5.7459335,9.7919550,9.4211235,25.09
10,5.7427673,9.8027554,9.4006691,24.99
11,5.7437429,9.7994251,9.3903265,24.99
12,5.7457047,9.7927351,9.4043093,24.95
13,5.7442970,9.7975349,9.3985481,24.93
14,5.7436037,9.7999001,9.3610144,24.97
15,5.7463570,9.7905121,9.3483019,24.96
16,5.7449503,9.7953072,9.3439178,24.98
17,5.7427540,9.8028011,9.3203859,25.00
18,5.7439985,9.7985535,9.3080807,24.97
19,5.7455273,9.7933397,9.3192768,25.01
20,5.7436867,9.7996168,9.3075800,25.02
21,5.7441978,9.7978735,9.2689810,25.04
22,5.7464218,9.7902908,9.2592897,25.03
23,5.7442536,9.7976828,9.2577238,25.02
24,5.7426686,9.8030920,9.2322435,25.01
25,5.7447882,9.7958593,9.2254171,25.03
26,5.7448168,9.7957621,9.2441883,25.09
27,5.7435322,9.8001442,9.2305841,25.14
28,5.7458906,9.7921009,9.1966314,25.10
29,5.7460241,9.7916460,9.1767168,25.02
30,5.7432160,9.8012228,9.1694260,25.00
31,5.7427540,9.8028011,9.1477642,24.97
32,5.7456026,9.7930832,9.1472931,24.99
