Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434349,9.8004761,9.5297232,23.55
2,5.7455893,9.7931280,9.5433111,23.57
3,5.7441778,9.7979422,9.5378160,23.53
4,5.7434473,9.8004341,9.5011091,23.52
5,5.7454147,9.7937231,9.4904833,23.54
6,5.7450066,9.7951145,9.4857025,23.54
7,5.7430601,9.8017559,9.4639845,23.59
8,5.7436056,9.7998943,9.4547834,23.66
9,5.7454367,9.7936487,9.4679708,23.68
10,5.7437863,9.7992773,9.4581118,23.68
11,5.7440929,9.7982311,9.4235849,23.73
12,5.7457609,9.7925434,9.4101696,23.72
13,5.7443175,9.7974653,9.4045944,23.73
14,5.7423220,9.8042755,9.3810329,23.74
15,5.7449536,9.7952957,9.3678837,23.69
16,5.7450285,9.7950401,9.3836746,23.62
17,5.7432036,9.8012657,9.3695688,23.62
18,5.7448626,9.7956057,9.3353310,23.61
19,5.7456064,9.7930698,9.3254690,23.62
20,5.7437944,9.7992496,9.3165350,23.60
21,5.7426920,9.8030128,9.2994604,23.64
22,5.7449789,9.7952089,9.2922239,23.66
23,5.7445631,9.7966270,9.3069735,23.70
24,5.7433982,9.8006020,9.2857170,23.67
25,5.7454767,9.7935123,9.2571344,23.64
26,5.7456760,9.7928333,9.2482185,23.60
27,5.7429495,9.8021336,9.2337122,23.61
28,5.7432718,9.8010330,9.2172794,23.48
29,5.7452583,9.7942562,9.2180815,23.50
30,5.7441502,9.7980366,9.2253475,23.51
31,5.7431993,9.8012800,9.1981964,23.55
32,5.7452388,9.7943230,9.1806955,23.53
