Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436447,9.7997608,9.5315542,23.89
2,5.7456408,9.7929525,9.5438557,23.86
3,5.7440205,9.7984781,9.5384369,23.83
4,5.7434187,9.8005323,9.5009432,23.86
5,5.7454948,9.7934504,9.4890299,23.87
6,5.7451186,9.7947330,9.4805403,23.86
7,5.7431326,9.8015089,9.4603300,23.85
8,5.7435150,9.8002033,9.4527826,23.84
9,5.7454300,9.7936716,9.4623785,23.85
10,5.7439613,9.7986803,9.4537859,23.82
11,5.7438889,9.7989273,9.4166279,23.78
12,5.7456732,9.7928429,9.4052362,23.78
13,5.7446470,9.7963409,9.3992767,23.75
14,5.7430539,9.8017769,9.3809929,23.74
15,5.7441826,9.7979259,9.3696957,23.70
16,5.7454023,9.7937651,9.3864174,23.75
17,5.7433796,9.8006649,9.3737650,23.72
18,5.7447276,9.7960663,9.3373384,23.73
19,5.7455540,9.7932491,9.3263617,23.80
20,5.7438755,9.7989731,9.3191681,23.82
21,5.7432499,9.8011074,9.3020840,23.82
22,5.7453241,9.7940321,9.2946625,23.74
23,5.7449512,9.7953033,9.3119650,23.78
24,5.7431993,9.8012800,9.2931290,23.76
25,5.7454901,9.7934666,9.2657337,23.75
26,5.7455435,9.7932844,9.2558928,23.70
27,5.7436523,9.7997351,9.2451611,23.70
28,5.7436810,9.7996368,9.2297916,23.68
29,5.7454290,9.7936745,9.2284145,23.67
30,5.7444005,9.7971821,9.2378960,23.61
31,5.7432795,9.8010073,9.2129393,23.68
32,5.7452035,9.7944441,9.1932564,23.66
