Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450981,9.7948027,9.5173502,27.95
2,5.7449155,9.7954254,9.5094299,27.92
3,5.7446523,9.7963228,9.5003452,27.87
4,5.7448330,9.7957067,9.4912338,27.82
5,5.7450390,9.7950048,9.4862251,27.80
6,5.7445035,9.7968302,9.4752188,27.82
7,5.7446170,9.7964439,9.4649105,27.80
8,5.7449741,9.7952261,9.4561386,27.81
9,5.7448549,9.7956324,9.4470539,27.80
10,5.7445097,9.7968092,9.4377441,27.82
11,5.7450151,9.7950859,9.4286489,27.87
12,5.7448626,9.7956057,9.4228773,27.86
13,5.7445107,9.7968063,9.4136944,27.82
14,5.7446980,9.7961674,9.4020805,27.81
15,5.7448473,9.7956581,9.3942490,27.78
16,5.7446966,9.7961721,9.3850002,27.81
17,5.7445936,9.7965231,9.3746347,27.82
18,5.7448158,9.7957649,9.3681412,27.82
19,5.7448053,9.7958012,9.3614321,27.81
20,5.7445531,9.7966614,9.3519888,27.86
21,5.7448521,9.7956419,9.3415508,27.84
22,5.7447677,9.7959299,9.3331375,27.85
23,5.7446480,9.7963381,9.3232107,27.80
24,5.7447081,9.7961330,9.3128204,27.77
25,5.7450275,9.7950439,9.3085079,27.70
26,5.7447271,9.7960682,9.3003855,27.66
27,5.7447481,9.7959967,9.2898350,27.62
28,5.7448754,9.7955618,9.2785978,27.57
29,5.7448702,9.7955809,9.2697601,27.52
30,5.7444868,9.7968874,9.2589893,27.49
31,5.7447224,9.7960844,9.2500448,27.50
32,5.7450051,9.7951202,9.2439032,27.44
