Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444496,9.7970152,9.5107450,28.91
2,5.7448158,9.7957649,9.5073776,28.94
3,5.7447543,9.7959747,9.5014563,28.94
4,5.7444777,9.7969179,9.4879827,28.92
5,5.7451234,9.7947168,9.4738379,28.94
6,5.7449045,9.7954626,9.4639101,28.94
7,5.7448177,9.7957592,9.4546013,28.94
8,5.7447395,9.7960253,9.4459820,28.99
9,5.7448096,9.7957869,9.4415951,29.02
10,5.7446785,9.7962341,9.4331131,29.04
11,5.7445226,9.7967653,9.4194908,29.06
12,5.7450595,9.7949352,9.4079027,29.02
13,5.7446823,9.7962208,9.3964138,29.05
14,5.7445002,9.7968426,9.3881626,29.05
15,5.7448063,9.7957983,9.3797827,29.06
16,5.7447042,9.7961464,9.3730221,29.08
17,5.7448483,9.7956553,9.3630896,29.15
18,5.7448206,9.7957497,9.3492498,29.12
19,5.7452250,9.7943707,9.3392639,29.10
20,5.7448120,9.7957783,9.3299799,29.07
21,5.7443962,9.7971964,9.3215456,29.09
22,5.7450933,9.7948198,9.3160286,29.02
23,5.7448092,9.7957878,9.3098526,29.01
24,5.7448978,9.7954865,9.2996149,29.09
25,5.7448206,9.7957497,9.2840614,29.16
26,5.7451272,9.7947035,9.2739553,29.19
27,5.7445841,9.7965555,9.2621555,29.15
28,5.7444859,9.7968912,9.2527590,29.15
29,5.7450557,9.7949476,9.2478056,29.14
30,5.7447481,9.7959967,9.2406654,29.03
31,5.7447138,9.7961130,9.2298355,29.12
32,5.7448287,9.7957211,9.2157860,29.14
