Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439384,9.7987585,9.5177689,23.22
2,5.7443991,9.7971869,9.5084782,23.12
3,5.7443581,9.7973270,9.5059509,23.10
4,5.7444410,9.7970438,9.4894819,23.06
5,5.7453566,9.7939215,9.4803696,23.02
6,5.7444954,9.7968588,9.4678736,23.01
7,5.7439337,9.7987747,9.4592543,23.00
8,5.7437634,9.7993555,9.4475307,23.01
9,5.7447262,9.7960711,9.4399195,23.09
10,5.7442980,9.7975321,9.4345512,23.05
11,5.7444563,9.7969923,9.4175549,23.00
12,5.7453046,9.7940989,9.4058857,22.97
13,5.7445707,9.7966013,9.3911066,22.95
14,5.7439470,9.7987289,9.3815947,22.95
15,5.7440739,9.7982969,9.3733864,22.99
16,5.7447014,9.7961559,9.3645267,23.01
17,5.7440147,9.7984982,9.3522511,22.99
18,5.7445927,9.7965260,9.3376274,22.99
19,5.7451372,9.7946692,9.3273478,23.03
20,5.7444968,9.7968531,9.3111372,22.99
21,5.7435656,9.8000307,9.3000212,23.03
22,5.7440538,9.7983646,9.2910690,23.08
23,5.7447500,9.7959900,9.2858744,23.08
24,5.7443724,9.7972784,9.2717648,23.12
25,5.7447958,9.7958336,9.2595825,23.11
26,5.7449493,9.7953100,9.2507668,23.08
27,5.7444100,9.7971497,9.2388105,23.06
28,5.7436023,9.7999058,9.2271204,23.09
29,5.7441826,9.7979259,9.2174292,23.10
30,5.7445526,9.7966633,9.2153063,23.11
31,5.7441874,9.7979088,9.1974049,23.13
32,5.7446127,9.7964582,9.1866283,23.21
