Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7464418,9.7902231,9.5199804,22.86
2,5.7461710,9.7911453,9.5152645,22.85
3,5.7432551,9.8010902,9.5027924,22.92
4,5.7413845,9.8074780,9.4741688,22.93
5,5.7471495,9.7878122,9.5020666,22.95
6,5.7442312,9.7977600,9.5266914,22.98
7,5.7417417,9.8062582,9.4770689,23.06
8,5.7477388,9.7858047,9.4394646,23.03
9,5.7451835,9.7945118,9.4365244,23.06
10,5.7419767,9.8054543,9.4179459,23.06
11,5.7430096,9.8019285,9.3957930,23.06
12,5.7470808,9.7880459,9.4298697,23.10
13,5.7429452,9.8021479,9.4384041,23.12
14,5.7426271,9.8032341,9.3801193,23.09
15,5.7478485,9.7854319,9.3605843,23.09
16,5.7448139,9.7957716,9.3506145,23.04
17,5.7413721,9.8075209,9.3326960,23.02
18,5.7445908,9.7965326,9.3173618,22.98
19,5.7471285,9.7878838,9.3636818,22.95
20,5.7424088,9.8039799,9.3535461,22.93
21,5.7434077,9.8005695,9.2922401,22.87
22,5.7478309,9.7854910,9.2888498,22.81
23,5.7442517,9.7976894,9.2749748,22.79
24,5.7408953,9.8091497,9.2510319,22.75
25,5.7447405,9.7960224,9.2443266,22.76
26,5.7465329,9.7899122,9.2905197,22.81
27,5.7417994,9.8060608,9.2621651,22.90
28,5.7445078,9.7968159,9.2038279,22.85
29,5.7470746,9.7880669,9.2019100,22.75
30,5.7442636,9.7976484,9.1880093,22.73
31,5.7403727,9.8109360,9.1606426,22.72
32,5.7460346,9.7916107,9.1699800,22.76
