Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434726,9.8003473,9.5227070,26.04
2,5.7457380,9.7926207,9.5346060,26.06
3,5.7446408,9.7963629,9.5256643,26.05
4,5.7427626,9.8027716,9.4741936,26.04
5,5.7464361,9.7902422,9.4536095,26.00
6,5.7450147,9.7950878,9.4431629,26.04
7,5.7423525,9.8041716,9.4151611,26.06
8,5.7438188,9.7991667,9.4082413,26.09
9,5.7461224,9.7913113,9.4243441,26.13
10,5.7434554,9.8004065,9.4080610,26.16
11,5.7450480,9.7949734,9.3726873,26.14
12,5.7455535,9.7932501,9.3501139,26.07
13,5.7443619,9.7973137,9.3431368,26.01
14,5.7431769,9.8013573,9.3160591,26.04
15,5.7449112,9.7954397,9.3069191,25.97
16,5.7451687,9.7945623,9.3173161,25.93
17,5.7431307,9.8015146,9.2976236,25.97
18,5.7445989,9.7965050,9.2551794,26.02
19,5.7460318,9.7916203,9.2400246,26.03
20,5.7433381,9.8008070,9.2274141,26.00
21,5.7424903,9.8037004,9.1973133,25.95
22,5.7448568,9.7956257,9.1848402,25.98
23,5.7443514,9.7973499,9.1934462,26.00
24,5.7435703,9.8000145,9.1727009,26.01
25,5.7450924,9.7948227,9.1403522,25.97
26,5.7463241,9.7906237,9.1299686,26.00
27,5.7432451,9.8011246,9.1161642,26.02
28,5.7434220,9.8005199,9.0920639,25.99
29,5.7453032,9.7941036,9.0886116,26.00
30,5.7443399,9.7973881,9.0900230,26.02
31,5.7435350,9.8001347,9.0582371,26.06
32,5.7447162,9.7961054,9.0234995,26.08
