Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7426138,9.8032799,9.6151991,24.07
2,5.7539892,9.7645559,9.7422438,24.08
3,5.7396684,9.8133430,9.7419872,24.06
4,5.7370625,9.8222609,9.6248207,24.04
5,5.7503757,9.7768326,9.5917778,24.01
6,5.7448564,9.7956276,9.5803261,23.99
7,5.7401862,9.8115730,9.5630827,23.99
8,5.7460442,9.7915783,9.5489683,24.01
9,5.7520843,9.7710247,9.6726608,24.05
10,5.7373037,9.8214340,9.6386900,24.06
11,5.7396193,9.8135118,9.5097265,24.06
12,5.7501354,9.7776499,9.5023727,24.05
13,5.7443361,9.7974014,9.4851141,24.09
14,5.7382808,9.8180904,9.4635687,24.10
15,5.7497911,9.7788200,9.4831772,24.08
16,5.7501612,9.7775621,9.5857496,24.15
17,5.7354488,9.8277884,9.5322313,24.15
18,5.7431726,9.8013716,9.4107103,24.15
19,5.7476063,9.7862558,9.4217739,24.16
20,5.7432175,9.8012190,9.3989935,24.12
21,5.7382970,9.8180342,9.3682318,24.16
22,5.7531548,9.7673893,9.4275131,24.17
23,5.7478895,9.7852917,9.4970388,24.14
24,5.7337961,9.8334541,9.4244184,24.13
25,5.7467623,9.7891312,9.3270550,24.03
26,5.7471008,9.7879782,9.3351088,23.99
27,5.7427588,9.8027840,9.3158779,24.01
28,5.7390547,9.8154421,9.2765684,24.00
29,5.7541437,9.7640324,9.3712587,24.03
30,5.7448273,9.7957268,9.4115009,24.07
31,5.7345037,9.8310280,9.3262272,24.08
32,5.7483149,9.7838440,9.2551088,24.06
