Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439060,9.7988691,9.5194540,23.14
2,5.7441235,9.7981272,9.5069141,23.15
3,5.7443533,9.7973433,9.4996996,23.12
4,5.7445593,9.7966404,9.4868011,23.17
5,5.7450733,9.7948875,9.4765167,23.18
6,5.7443857,9.7972326,9.4656105,23.11
7,5.7438273,9.7991371,9.4531584,23.12
8,5.7439189,9.7988253,9.4416914,23.12
9,5.7440691,9.7983122,9.4301081,23.11
10,5.7443094,9.7974930,9.4230099,23.12
11,5.7444353,9.7970629,9.4110222,23.17
12,5.7455120,9.7933922,9.3997412,23.16
13,5.7445893,9.7965384,9.3859053,23.14
14,5.7435760,9.7999954,9.3675880,23.15
15,5.7441616,9.7979965,9.3590975,23.06
16,5.7444654,9.7969608,9.3479042,22.99
17,5.7441416,9.7980652,9.3365679,22.92
18,5.7446022,9.7964945,9.3259907,22.90
19,5.7448044,9.7958050,9.3124533,22.82
20,5.7440658,9.7983246,9.2986622,22.79
21,5.7437501,9.7994003,9.2863016,22.82
22,5.7441726,9.7979593,9.2795925,22.84
23,5.7442975,9.7975330,9.2698088,22.90
24,5.7444110,9.7971468,9.2572432,22.97
25,5.7446308,9.7963963,9.2476063,23.00
26,5.7450180,9.7950764,9.2383165,23.01
27,5.7444515,9.7970085,9.2277708,23.00
28,5.7436929,9.7995958,9.2136459,22.99
29,5.7441349,9.7980881,9.2052202,22.99
30,5.7444081,9.7971563,9.1991653,23.05
31,5.7445936,9.7965231,9.1855135,23.00
32,5.7447906,9.7958517,9.1762142,22.97
