Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435579,9.8000565,9.5182352,23.52
2,5.7444849,9.7968941,9.5083036,23.59
3,5.7440157,9.7984943,9.5020056,23.63
4,5.7446861,9.7962074,9.4863243,23.62
5,5.7453871,9.7938175,9.4750090,23.59
6,5.7445078,9.7968159,9.4622021,23.56
7,5.7436686,9.7996798,9.4529133,23.50
8,5.7439499,9.7987194,9.4443159,23.48
9,5.7445822,9.7965622,9.4372158,23.47
10,5.7440085,9.7985191,9.4280872,23.48
11,5.7446766,9.7962408,9.4144840,23.50
12,5.7451015,9.7947912,9.4050970,23.51
13,5.7443810,9.7972488,9.3905497,23.54
14,5.7434173,9.8005362,9.3803196,23.57
15,5.7441206,9.7981367,9.3715801,23.60
16,5.7446451,9.7963476,9.3679934,23.63
17,5.7439699,9.7986507,9.3536768,23.68
18,5.7445450,9.7966890,9.3406916,23.66
19,5.7447653,9.7959375,9.3312788,23.69
20,5.7443786,9.7972565,9.3169098,23.69
21,5.7434101,9.8005610,9.3051119,23.65
22,5.7442651,9.7976446,9.2963600,23.63
23,5.7445269,9.7967510,9.2935333,23.59
24,5.7444706,9.7969427,9.2755861,23.53
25,5.7448711,9.7955770,9.2662468,23.53
26,5.7448645,9.7955990,9.2563181,23.50
27,5.7443333,9.7974110,9.2437010,23.42
28,5.7436314,9.7998056,9.2322855,23.42
29,5.7440920,9.7982340,9.2234430,23.42
30,5.7441177,9.7981462,9.2225418,23.45
31,5.7441726,9.7979593,9.2034874,23.48
32,5.7452297,9.7943535,9.1958790,23.44
