Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437000,9.7995720,9.4874887,22.76
2,5.7448025,9.7958117,9.4827013,22.78
3,5.7444735,9.7969332,9.4921923,22.78
4,5.7434235,9.8005161,9.4613390,22.77
5,5.7450466,9.7949791,9.4483204,22.82
6,5.7447100,9.7961264,9.4338055,22.82
7,5.7439666,9.7986622,9.4199200,22.89
8,5.7432318,9.8011694,9.4080458,22.95
9,5.7451315,9.7946892,9.4068050,22.88
10,5.7442322,9.7977562,9.4103928,22.86
11,5.7440233,9.7984686,9.3768816,22.86
12,5.7453957,9.7937880,9.3687696,22.81
13,5.7445507,9.7966700,9.3522787,22.74
14,5.7439318,9.7987814,9.3393726,22.68
15,5.7435007,9.8002520,9.3315125,22.70
16,5.7454214,9.7937002,9.3344965,22.70
17,5.7435684,9.8000212,9.3313541,22.70
18,5.7441778,9.7979422,9.3006010,22.73
19,5.7452335,9.7943411,9.2911625,22.74
20,5.7444687,9.7969494,9.2791471,22.75
21,5.7432671,9.8010492,9.2648535,22.81
22,5.7442617,9.7976551,9.2522221,22.81
23,5.7449560,9.7952871,9.2589893,22.86
24,5.7430677,9.8017302,9.2437935,22.82
25,5.7450581,9.7949390,9.2164593,22.87
26,5.7449889,9.7951756,9.2032051,22.85
27,5.7444420,9.7970400,9.1925821,22.88
28,5.7435780,9.7999887,9.1794767,22.88
29,5.7443590,9.7973232,9.1676722,22.85
30,5.7451901,9.7944889,9.1797056,22.80
31,5.7432156,9.8012257,9.1574612,22.75
32,5.7451768,9.7945347,9.1362677,22.76
