Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7428761,9.8023844,9.4926481,22.94
2,5.7454128,9.7937298,9.4851236,22.93
3,5.7445083,9.7968149,9.4960260,22.90
4,5.7435632,9.8000393,9.4681711,22.89
5,5.7455120,9.7933922,9.4494314,22.84
6,5.7451496,9.7946272,9.4369621,22.80
7,5.7436934,9.7995949,9.4234114,22.79
8,5.7437706,9.7993317,9.4096670,22.80
9,5.7451534,9.7946138,9.4108658,22.75
10,5.7441330,9.7980947,9.4151039,22.70
11,5.7435818,9.7999754,9.3826256,22.70
12,5.7450809,9.7948608,9.3678837,22.63
13,5.7449703,9.7952394,9.3554335,22.66
14,5.7433996,9.8005972,9.3371992,22.66
15,5.7434688,9.8003607,9.3285446,22.64
16,5.7454929,9.7934570,9.3352680,22.62
17,5.7436304,9.7998095,9.3328314,22.63
18,5.7437763,9.7993116,9.2968988,22.63
19,5.7451315,9.7946892,9.2869596,22.61
20,5.7447405,9.7960224,9.2780619,22.66
21,5.7436695,9.7996759,9.2625561,22.67
22,5.7436113,9.7998743,9.2570057,22.65
23,5.7453413,9.7939739,9.2687578,22.68
24,5.7433710,9.8006945,9.2605295,22.72
25,5.7442265,9.7977762,9.2277794,22.74
26,5.7451572,9.7946014,9.2142935,22.73
27,5.7441521,9.7980299,9.2069197,22.76
28,5.7434049,9.8005791,9.1916819,22.83
29,5.7442770,9.7976036,9.1801767,22.85
30,5.7450466,9.7949791,9.1934919,22.96
31,5.7433786,9.8006687,9.1794958,22.98
32,5.7448468,9.7956600,9.1497374,22.99
