Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436600,9.7997084,9.4974747,22.78
2,5.7455730,9.7931833,9.4960413,22.77
3,5.7449017,9.7954731,9.5085135,22.74
4,5.7433100,9.8009033,9.4794798,22.78
5,5.7451682,9.7945633,9.4583664,22.79
6,5.7455568,9.7932396,9.4485083,22.81
7,5.7434311,9.8004894,9.4323130,22.81
8,5.7434340,9.8004799,9.4205990,22.86
9,5.7453289,9.7940159,9.4268961,22.83
10,5.7444487,9.7970181,9.4278002,22.82
11,5.7433300,9.8008347,9.3918571,22.80
12,5.7453222,9.7940388,9.3818207,22.76
13,5.7453032,9.7941036,9.3737698,22.73
14,5.7433887,9.8006344,9.3562860,22.67
15,5.7432470,9.8011179,9.3465271,22.64
16,5.7456360,9.7929688,9.3574305,22.63
17,5.7441483,9.7980423,9.3502607,22.61
18,5.7437296,9.7994709,9.3142395,22.56
19,5.7455645,9.7932129,9.3056679,22.57
20,5.7448359,9.7956972,9.2987747,22.60
21,5.7430477,9.8017979,9.2804737,22.66
22,5.7436094,9.7998810,9.2711630,22.67
23,5.7452364,9.7943316,9.2841930,22.63
24,5.7434487,9.8004293,9.2750425,22.64
25,5.7443466,9.7973661,9.2403975,22.71
26,5.7454090,9.7937431,9.2279549,22.73
27,5.7442183,9.7978039,9.2236252,22.80
28,5.7432818,9.8009987,9.2064877,22.88
29,5.7446966,9.7961721,9.1973324,22.95
30,5.7450743,9.7948847,9.2135391,22.99
31,5.7436423,9.7997684,9.1988649,22.99
32,5.7452564,9.7942629,9.1703501,22.92
