Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437429,9.7994251,9.4914217,22.80
2,5.7439799,9.7986164,9.4769201,22.74
3,5.7448940,9.7954988,9.4829502,22.65
4,5.7438221,9.7991552,9.4565144,22.64
5,5.7450933,9.7948198,9.4429979,22.61
6,5.7445650,9.7966204,9.4291677,22.59
7,5.7442708,9.7976246,9.4173307,22.60
8,5.7436833,9.7996292,9.4071970,22.62
9,5.7443256,9.7974377,9.3994637,22.65
10,5.7440429,9.7984018,9.4055338,22.70
11,5.7441320,9.7980976,9.3771324,22.74
12,5.7451887,9.7944946,9.3683624,22.74
13,5.7440243,9.7984657,9.3488951,22.64
14,5.7440529,9.7983685,9.3376226,22.66
15,5.7433019,9.8009310,9.3244534,22.63
16,5.7449532,9.7952976,9.3204632,22.60
17,5.7439423,9.7987452,9.3194952,22.59
18,5.7439651,9.7986670,9.2923813,22.56
19,5.7454548,9.7935867,9.2831335,22.56
20,5.7443647,9.7973042,9.2701912,22.61
21,5.7438650,9.7990084,9.2601414,22.64
22,5.7437382,9.7994413,9.2509012,22.58
23,5.7449961,9.7951508,9.2495890,22.61
24,5.7435923,9.7999401,9.2431526,22.60
25,5.7445855,9.7965517,9.2216434,22.62
26,5.7450886,9.7948351,9.2114725,22.61
27,5.7442799,9.7975941,9.1981144,22.73
28,5.7435360,9.8001308,9.1886683,22.73
29,5.7439566,9.7986965,9.1779556,22.81
30,5.7452650,9.7942343,9.1790428,22.82
31,5.7432652,9.8010559,9.1635408,22.83
32,5.7447624,9.7959471,9.1446867,22.88
