Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436047,9.7998972,9.4863567,22.83
2,5.7441788,9.7979383,9.4743176,22.82
3,5.7448902,9.7955112,9.4771862,22.83
4,5.7438145,9.7991810,9.4609241,22.84
5,5.7450109,9.7951002,9.4432297,22.77
6,5.7449026,9.7954693,9.4319515,22.78
7,5.7442942,9.7975445,9.4187889,22.77
8,5.7435608,9.8000469,9.4085798,22.78
9,5.7444153,9.7971315,9.3988180,22.82
10,5.7445755,9.7965851,9.4054852,22.86
11,5.7438607,9.7990236,9.3833075,22.86
12,5.7448597,9.7956161,9.3699274,22.91
13,5.7446160,9.7964468,9.3569012,22.91
14,5.7443419,9.7973814,9.3443947,22.90
15,5.7436991,9.7995749,9.3327646,22.92
16,5.7445326,9.7967319,9.3230019,22.85
17,5.7443929,9.7972078,9.3276196,22.85
18,5.7439299,9.7987881,9.3025293,22.83
19,5.7454562,9.7935820,9.2935572,22.92
20,5.7445374,9.7967148,9.2802629,22.95
21,5.7439280,9.7987947,9.2706833,22.94
22,5.7435551,9.8000660,9.2607689,22.96
23,5.7446918,9.7961884,9.2530489,22.99
24,5.7440939,9.7982283,9.2535229,23.01
25,5.7442689,9.7976313,9.2295237,23.00
26,5.7453232,9.7940359,9.2213945,23.03
27,5.7444711,9.7969418,9.2067327,23.07
28,5.7439179,9.7988281,9.1961479,23.08
29,5.7436371,9.7997866,9.1881399,23.11
30,5.7450838,9.7948513,9.1840286,23.12
31,5.7436390,9.7997799,9.1749201,22.96
32,5.7442160,9.7978115,9.1525249,22.87
