Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444353,9.7970629,9.4794483,26.58
2,5.7447605,9.7959538,9.4700699,26.60
3,5.7446909,9.7961912,9.4636564,26.62
4,5.7447658,9.7959366,9.4437790,26.58
5,5.7450838,9.7948513,9.4258146,26.56
6,5.7443671,9.7972965,9.4022760,26.54
7,5.7440329,9.7984362,9.3887215,26.55
8,5.7443476,9.7973623,9.3775806,26.53
9,5.7448130,9.7957754,9.3689938,26.55
10,5.7449732,9.7952290,9.3648119,26.57
11,5.7442732,9.7976170,9.3456078,26.64
12,5.7453175,9.7940550,9.3294744,26.61
13,5.7444191,9.7971182,9.3088064,26.61
14,5.7438488,9.7990646,9.2951641,26.61
15,5.7444682,9.7969513,9.2844639,26.62
16,5.7447901,9.7958527,9.2785215,26.65
17,5.7446012,9.7964973,9.2705688,26.64
18,5.7444124,9.7971411,9.2559557,26.71
19,5.7449408,9.7953396,9.2442827,26.87
20,5.7446442,9.7963505,9.2292900,26.88
21,5.7441697,9.7979698,9.2187958,26.85
22,5.7444210,9.7971125,9.2123985,26.81
23,5.7445602,9.7966375,9.2055721,26.82
24,5.7445040,9.7968292,9.1928873,26.83
25,5.7447591,9.7959595,9.1785879,26.88
26,5.7451239,9.7947149,9.1670685,26.86
27,5.7445831,9.7965593,9.1536016,26.90
28,5.7442541,9.7976818,9.1436396,26.93
29,5.7449646,9.7952585,9.1350365,26.93
30,5.7445660,9.7966175,9.1223364,26.84
31,5.7448101,9.7957850,9.1064720,26.74
32,5.7445927,9.7965260,9.0897188,26.72
