Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444124,9.7971411,9.5205479,28.95
2,5.7446241,9.7964191,9.5128050,28.88
3,5.7445326,9.7967319,9.5067301,28.82
4,5.7447424,9.7960157,9.4863958,28.75
5,5.7452440,9.7943058,9.4716206,28.71
6,5.7450123,9.7950954,9.4558086,28.70
7,5.7440634,9.7983322,9.4414797,28.74
8,5.7443180,9.7974634,9.4310207,28.60
9,5.7441540,9.7980232,9.4143581,28.52
10,5.7446413,9.7963600,9.4076786,28.35
11,5.7447796,9.7958889,9.3910904,28.30
12,5.7455711,9.7931900,9.3810329,28.21
13,5.7446032,9.7964907,9.3693151,28.20
14,5.7437649,9.7993507,9.3573046,28.20
15,5.7443972,9.7971935,9.3506050,28.21
16,5.7446775,9.7962370,9.3423815,28.17
17,5.7444105,9.7971478,9.3289928,28.12
18,5.7444630,9.7969685,9.3094463,28.09
19,5.7450686,9.7949038,9.2934093,28.00
20,5.7447133,9.7961149,9.2750053,28.03
21,5.7434731,9.8003464,9.2610388,27.97
22,5.7448468,9.7956600,9.2516050,27.99
23,5.7445145,9.7967930,9.2382803,27.93
24,5.7442398,9.7977304,9.2139702,27.86
25,5.7444587,9.7969837,9.1912956,27.78
26,5.7451172,9.7947378,9.1767445,27.75
27,5.7442799,9.7975941,9.1596823,27.73
28,5.7442822,9.7975855,9.1492329,27.72
29,5.7446346,9.7963839,9.1338749,27.68
30,5.7458105,9.7923737,9.1242828,27.61
31,5.7439308,9.7987843,9.0921850,27.55
32,5.7447209,9.7960892,9.0740767,27.46
