Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443209,9.7974539,9.5193796,29.42
2,5.7453351,9.7939949,9.5279922,29.41
3,5.7441063,9.7981853,9.5263472,29.42
4,5.7439752,9.7986326,9.4970951,29.42
5,5.7457790,9.7924814,9.4809380,29.41
6,5.7452087,9.7944260,9.4764948,29.41
7,5.7432833,9.8009939,9.4582157,29.40
8,5.7443609,9.7973166,9.4490585,29.40
9,5.7453690,9.7938795,9.4589357,29.42
10,5.7440586,9.7983484,9.4508896,29.45
11,5.7443333,9.7974110,9.4208202,29.47
12,5.7458735,9.7921600,9.4083204,29.46
13,5.7447758,9.7959023,9.4028683,29.43
14,5.7433648,9.8007154,9.3830271,29.45
15,5.7444758,9.7969246,9.3767786,29.45
16,5.7453527,9.7939348,9.3888826,29.45
17,5.7438631,9.7990150,9.3762827,29.43
18,5.7446012,9.7964973,9.3461618,29.44
19,5.7459497,9.7918997,9.3360815,29.43
20,5.7444458,9.7970276,9.3274584,29.41
21,5.7434969,9.8002653,9.3091192,29.36
22,5.7449498,9.7953081,9.3054657,29.37
23,5.7452593,9.7942533,9.3175669,29.30
24,5.7438684,9.7989979,9.3015575,29.33
25,5.7448182,9.7957573,9.2742186,29.29
26,5.7460599,9.7915239,9.2652407,29.29
27,5.7439704,9.7986498,9.2557907,29.29
28,5.7435369,9.8001280,9.2414160,29.29
29,5.7455106,9.7933960,9.2375994,29.30
30,5.7450585,9.7949381,9.2493505,29.34
31,5.7437754,9.7993155,9.2283087,29.33
32,5.7450266,9.7950468,9.2042418,29.34
