Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447166,9.7961035,9.4769907,26.56
2,5.7453966,9.7937851,9.4693089,26.51
3,5.7447248,9.7960758,9.4567909,26.55
4,5.7446175,9.7964420,9.4444113,26.54
5,5.7450356,9.7950163,9.4332552,26.58
6,5.7449083,9.7954502,9.4231033,26.64
7,5.7447567,9.7959671,9.4150343,26.66
8,5.7443423,9.7973804,9.4026327,26.65
9,5.7449527,9.7952986,9.3925877,26.64
10,5.7443419,9.7973814,9.3783703,26.65
11,5.7446961,9.7961740,9.3706102,26.63
12,5.7451820,9.7945166,9.3585253,26.65
13,5.7448673,9.7955894,9.3466663,26.61
14,5.7444077,9.7971573,9.3363285,26.61
15,5.7446499,9.7963314,9.3268423,26.64
16,5.7450056,9.7951183,9.3214846,26.65
17,5.7449865,9.7951832,9.3126345,26.66
18,5.7446260,9.7964134,9.3034124,26.72
19,5.7452469,9.7942953,9.2933512,26.74
20,5.7451029,9.7947865,9.2812119,26.74
21,5.7445250,9.7967577,9.2680826,26.71
22,5.7449083,9.7954502,9.2564230,26.70
23,5.7448130,9.7957754,9.2444592,26.69
24,5.7450323,9.7950268,9.2363501,26.60
25,5.7446690,9.7962666,9.2253447,26.60
26,5.7451878,9.7944975,9.2148504,26.62
27,5.7448549,9.7956324,9.2054367,26.63
28,5.7444310,9.7970781,9.1964512,26.66
29,5.7449589,9.7952776,9.1902895,26.67
30,5.7446780,9.7962351,9.1787415,26.73
31,5.7449255,9.7953920,9.1681538,26.78
32,5.7449312,9.7953720,9.1573544,26.78
