Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447243,9.7960777,9.4982224,23.36
2,5.7449970,9.7951479,9.4880381,23.33
3,5.7439256,9.7988024,9.4735327,23.26
4,5.7437067,9.7995491,9.4622717,23.24
5,5.7439852,9.7985992,9.4529152,23.22
6,5.7440796,9.7982769,9.4386845,23.29
7,5.7446222,9.7964258,9.4285812,23.28
8,5.7446389,9.7963696,9.4151211,23.21
9,5.7443352,9.7974052,9.4029684,23.18
10,5.7437339,9.7994566,9.3881025,23.20
11,5.7446365,9.7963772,9.3767290,23.25
12,5.7442608,9.7976589,9.3635349,23.20
13,5.7447767,9.7958994,9.3507109,23.18
14,5.7446604,9.7962952,9.3443842,23.21
15,5.7448597,9.7956161,9.3308344,23.20
16,5.7444992,9.7968454,9.3200731,23.15
17,5.7434072,9.8005705,9.3066607,23.12
18,5.7437787,9.7993031,9.2964468,23.10
19,5.7439442,9.7987385,9.2803965,23.04
20,5.7443533,9.7973433,9.2658777,23.00
21,5.7445540,9.7966576,9.2556715,23.01
22,5.7450099,9.7951040,9.2438593,22.95
23,5.7444034,9.7971716,9.2337885,22.88
24,5.7438126,9.7991877,9.2204075,22.84
25,5.7441730,9.7979584,9.2120667,22.84
26,5.7441249,9.7981224,9.1999874,22.86
27,5.7443590,9.7973232,9.1895981,22.89
28,5.7443900,9.7972183,9.1814709,22.93
29,5.7448688,9.7955847,9.1704912,22.96
30,5.7444077,9.7971573,9.1605606,23.00
31,5.7436867,9.7996168,9.1477890,23.04
32,5.7438498,9.7990608,9.1412296,23.09
