Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436604,9.7997074,9.5247841,23.64
2,5.7453132,9.7940693,9.5266123,23.59
3,5.7441759,9.7979488,9.5324364,23.59
4,5.7435179,9.8001938,9.4984407,23.66
5,5.7451992,9.7944584,9.4867783,23.65
6,5.7448988,9.7954826,9.4757662,23.69
7,5.7438602,9.7990246,9.4605532,23.67
8,5.7434578,9.8003979,9.4505634,23.76
9,5.7455463,9.7932749,9.4587250,23.81
10,5.7438035,9.7992182,9.4550133,23.84
11,5.7438545,9.7990446,9.4189987,23.86
12,5.7453156,9.7940617,9.4103670,23.87
13,5.7448912,9.7955084,9.4005356,23.84
14,5.7436762,9.7996531,9.3846779,23.77
15,5.7439060,9.7988691,9.3772945,23.73
16,5.7456388,9.7929592,9.3899107,23.71
17,5.7433987,9.8006001,9.3805876,23.68
18,5.7444496,9.7970152,9.3498707,23.71
19,5.7456274,9.7929983,9.3371773,23.68
20,5.7445211,9.7967710,9.3279476,23.67
21,5.7434158,9.8005419,9.3117313,23.66
22,5.7445135,9.7967968,9.3020506,23.63
23,5.7453508,9.7939405,9.3168688,23.66
24,5.7433825,9.8006554,9.2998943,23.67
25,5.7451925,9.7944813,9.2720566,23.68
26,5.7454224,9.7936974,9.2592363,23.70
27,5.7441502,9.7980366,9.2509155,23.77
28,5.7434025,9.8005867,9.2382479,23.76
29,5.7449284,9.7953815,9.2304335,23.79
30,5.7447987,9.7958241,9.2444935,23.81
31,5.7430649,9.8017397,9.2207680,23.80
32,5.7454214,9.7937002,9.2000380,23.81
