Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7454128,9.7937298,9.5705957,24.22
2,5.7466784,9.7894173,9.5690632,24.23
3,5.7426357,9.8032045,9.5579128,24.18
4,5.7405691,9.8102636,9.5195351,24.21
5,5.7493963,9.7801628,9.5671844,24.17
6,5.7454004,9.7937717,9.6117334,24.15
7,5.7386770,9.8167343,9.5502567,24.06
8,5.7469368,9.7885361,9.4773083,24.11
9,5.7464752,9.7901087,9.4790335,24.12
10,5.7427678,9.8027534,9.4580450,24.15
11,5.7409430,9.8089867,9.4253855,24.05
12,5.7504740,9.7764978,9.4946127,24.06
13,5.7436895,9.7996073,9.5172691,23.98
14,5.7383456,9.8178682,9.4416800,23.96
15,5.7486358,9.7827520,9.4023571,23.95
16,5.7457418,9.7926083,9.3972082,23.98
17,5.7410307,9.8086863,9.3719234,24.02
18,5.7418756,9.8058004,9.3439827,24.06
19,5.7501407,9.7776318,9.4231110,24.07
20,5.7418690,9.8058224,9.4227371,24.08
21,5.7397089,9.8132048,9.3395882,24.12
22,5.7487259,9.7824440,9.3131437,24.14
23,5.7450519,9.7949610,9.3056250,24.11
24,5.7404575,9.8106451,9.2778387,24.08
25,5.7440281,9.7984524,9.2619143,24.15
26,5.7497807,9.7788563,9.3422213,24.09
27,5.7410898,9.8084841,9.3287077,24.07
28,5.7413731,9.8075171,9.2326355,23.98
29,5.7484941,9.7832336,9.2183857,23.93
30,5.7441425,9.7980614,9.2175598,23.96
31,5.7396517,9.8134003,9.1887093,23.93
32,5.7466908,9.7893744,9.1879082,23.94
