Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443585,9.7973251,9.5152998,26.00
2,5.7444315,9.7970762,9.5050249,26.04
3,5.7446642,9.7962828,9.4991312,26.06
4,5.7445221,9.7967672,9.4895411,26.04
5,5.7443242,9.7974424,9.4802713,25.99
6,5.7447605,9.7959538,9.4683065,25.99
7,5.7446032,9.7964907,9.4583950,25.98
8,5.7444706,9.7969427,9.4484291,26.01
9,5.7444096,9.7971516,9.4399309,26.02
10,5.7446556,9.7963123,9.4340992,26.00
11,5.7444758,9.7969246,9.4249153,25.99
12,5.7444172,9.7971249,9.4137335,26.03
13,5.7446566,9.7963085,9.4026613,26.03
14,5.7445927,9.7965260,9.3921518,26.05
15,5.7442951,9.7975416,9.3823805,26.05
16,5.7445011,9.7968388,9.3743095,26.08
17,5.7447081,9.7961330,9.3687620,26.05
18,5.7445765,9.7965822,9.3597069,26.06
19,5.7446928,9.7961845,9.3472776,26.11
20,5.7451124,9.7947540,9.3378687,26.13
21,5.7447729,9.7959118,9.3294888,26.12
22,5.7445755,9.7965851,9.3199625,26.12
23,5.7446299,9.7964001,9.3126011,26.10
24,5.7446413,9.7963600,9.3050375,26.10
25,5.7443781,9.7972584,9.2954082,26.15
26,5.7445259,9.7967548,9.2829208,26.09
27,5.7449064,9.7954569,9.2734842,26.18
28,5.7447977,9.7958279,9.2648973,26.19
29,5.7443228,9.7974472,9.2558861,26.24
30,5.7447157,9.7961063,9.2484989,26.15
31,5.7445221,9.7967672,9.2395887,26.11
32,5.7443876,9.7972260,9.2291670,26.09
