Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450428,9.7949915,9.5110273,29.33
2,5.7448797,9.7955475,9.5031128,29.34
3,5.7448840,9.7955332,9.4946632,29.34
4,5.7448254,9.7957335,9.4845476,29.39
5,5.7449036,9.7954664,9.4778862,29.40
6,5.7445726,9.7965956,9.4679403,29.45
7,5.7447968,9.7958307,9.4566526,29.46
8,5.7449298,9.7953768,9.4479160,29.47
9,5.7446718,9.7962570,9.4390421,29.52
10,5.7444057,9.7971640,9.4281883,29.53
11,5.7447519,9.7959833,9.4178095,29.54
12,5.7448139,9.7957716,9.4118195,29.54
13,5.7446423,9.7963572,9.4015245,29.55
14,5.7447453,9.7960062,9.3899775,29.55
15,5.7449775,9.7952147,9.3805161,29.54
16,5.7446938,9.7961817,9.3714943,29.50
17,5.7447195,9.7960939,9.3601513,29.52
18,5.7448301,9.7957163,9.3530569,29.51
19,5.7451038,9.7947836,9.3460951,29.48
20,5.7447100,9.7961264,9.3360310,29.41
21,5.7448339,9.7957039,9.3237991,29.40
22,5.7450662,9.7949114,9.3141766,29.38
23,5.7449846,9.7951899,9.3051786,29.35
24,5.7449150,9.7954273,9.2967615,29.32
25,5.7450476,9.7949753,9.2913532,29.33
26,5.7451138,9.7947493,9.2833443,29.31
27,5.7448349,9.7957001,9.2733374,29.28
28,5.7450314,9.7950306,9.2617970,29.27
29,5.7450323,9.7950268,9.2536573,29.26
30,5.7448025,9.7958117,9.2452803,29.29
31,5.7446222,9.7964258,9.2345896,29.28
32,5.7449436,9.7953300,9.2290077,29.38
