Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443523,9.7973471,9.5090075,25.59
2,5.7445688,9.7966080,9.4991894,25.58
3,5.7444324,9.7970734,9.4958620,25.55
4,5.7445555,9.7966537,9.4734240,25.57
5,5.7451043,9.7947817,9.4610043,25.58
6,5.7448301,9.7957163,9.4459743,25.54
7,5.7440758,9.7982903,9.4337473,25.50
8,5.7443247,9.7974405,9.4245434,25.51
9,5.7449045,9.7954626,9.4188948,25.50
10,5.7445679,9.7966108,9.4148989,25.48
11,5.7448606,9.7956123,9.3988953,25.47
12,5.7455416,9.7932911,9.3869619,25.43
13,5.7446547,9.7963152,9.3734102,25.42
14,5.7440829,9.7982655,9.3636818,25.42
15,5.7442732,9.7976170,9.3556232,25.41
16,5.7448158,9.7957649,9.3486958,25.46
17,5.7443027,9.7975159,9.3400497,25.45
18,5.7447453,9.7960062,9.3243017,25.49
19,5.7452717,9.7942114,9.3147945,25.51
20,5.7446461,9.7963448,9.3025160,25.50
21,5.7437096,9.7995396,9.2901306,25.57
22,5.7444468,9.7970247,9.2821932,25.52
23,5.7448602,9.7956142,9.2770195,25.51
24,5.7442193,9.7978001,9.2608690,25.46
25,5.7446570,9.7963066,9.2435246,25.41
26,5.7449841,9.7951918,9.2306995,25.40
27,5.7443466,9.7973661,9.2150469,25.42
28,5.7437973,9.7992401,9.2049265,25.36
29,5.7446098,9.7964678,9.1971922,25.41
30,5.7447786,9.7958927,9.1955032,25.42
31,5.7445545,9.7966566,9.1779842,25.42
32,5.7448359,9.7956972,9.1642876,25.43
