Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7433467,9.8007774,9.4795971,24.55
2,5.7439294,9.7987890,9.4656324,24.44
3,5.7446475,9.7963390,9.4662209,24.46
4,5.7443962,9.7971964,9.4482718,24.46
5,5.7446566,9.7963085,9.4350681,24.45
6,5.7447281,9.7960653,9.4250736,24.46
7,5.7438669,9.7990026,9.4133921,24.51
8,5.7438078,9.7992039,9.4034910,24.55
9,5.7444916,9.7968712,9.3939571,24.48
10,5.7441072,9.7981825,9.3926878,24.56
11,5.7439499,9.7987194,9.3723946,24.52
12,5.7450542,9.7949524,9.3612823,24.54
13,5.7445765,9.7965822,9.3474731,24.56
14,5.7441401,9.7980709,9.3363285,24.61
15,5.7441597,9.7980032,9.3262415,24.59
16,5.7440391,9.7984152,9.3188829,24.62
17,5.7441139,9.7981596,9.3173380,24.60
18,5.7442560,9.7976751,9.2978611,24.58
19,5.7449198,9.7954111,9.2861729,24.62
20,5.7437897,9.7992659,9.2689323,24.62
21,5.7439942,9.7985678,9.2539597,24.65
22,5.7440162,9.7984934,9.2433720,24.63
23,5.7445822,9.7965622,9.2371550,24.69
24,5.7443075,9.7974997,9.2323761,24.67
25,5.7444305,9.7970800,9.2169704,24.68
26,5.7452912,9.7941446,9.2062731,24.69
27,5.7443247,9.7974405,9.1924515,24.71
28,5.7437868,9.7992754,9.1833239,24.74
29,5.7442894,9.7975607,9.1761932,24.70
30,5.7448130,9.7957754,9.1706848,24.66
31,5.7441964,9.7978783,9.1604548,24.68
32,5.7447343,9.7960434,9.1455812,24.69
