Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445498,9.7966738,9.4899216,23.18
2,5.7444372,9.7970572,9.4814701,23.20
3,5.7444859,9.7968912,9.4682894,23.19
4,5.7444243,9.7971010,9.4561892,23.13
5,5.7444048,9.7971678,9.4394512,23.06
6,5.7442474,9.7977047,9.4258499,23.02
7,5.7438107,9.7991943,9.4107046,22.95
8,5.7441959,9.7978802,9.4006071,22.99
9,5.7443066,9.7975025,9.3907900,22.93
10,5.7443910,9.7972145,9.3785295,22.92
11,5.7443895,9.7972193,9.3682117,22.91
12,5.7447033,9.7961493,9.3557491,22.87
13,5.7441978,9.7978735,9.3436909,22.87
14,5.7440314,9.7984409,9.3311157,22.82
15,5.7442784,9.7975979,9.3210649,22.88
16,5.7437763,9.7993116,9.3112478,22.89
17,5.7445402,9.7967052,9.2993355,22.92
18,5.7436457,9.7997580,9.2821531,22.96
19,5.7444444,9.7970324,9.2684822,23.00
20,5.7445993,9.7965040,9.2538757,22.99
21,5.7440987,9.7982121,9.2413282,22.95
22,5.7444458,9.7970276,9.2321768,22.92
23,5.7442322,9.7977562,9.2208824,22.94
24,5.7447710,9.7959185,9.2123241,22.91
25,5.7442122,9.7978249,9.1998701,22.87
26,5.7444692,9.7969475,9.1877546,22.89
27,5.7441597,9.7980032,9.1764727,22.90
28,5.7443099,9.7974911,9.1678257,22.90
29,5.7443657,9.7973003,9.1586514,22.90
30,5.7443142,9.7974758,9.1457109,22.89
31,5.7445436,9.7966938,9.1361637,22.89
32,5.7445073,9.7968178,9.1230659,22.90
