Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443008,9.7975225,9.5175295,23.01
2,5.7443714,9.7972813,9.5102129,23.02
3,5.7444916,9.7968712,9.4982395,23.05
4,5.7444401,9.7970467,9.4887056,22.98
5,5.7446098,9.7964678,9.4767113,23.01
6,5.7447667,9.7959328,9.4669743,22.98
7,5.7442284,9.7977695,9.4559326,22.98
8,5.7443314,9.7974176,9.4472351,23.02
9,5.7443552,9.7973366,9.4387693,22.99
10,5.7440891,9.7982445,9.4260902,23.06
11,5.7442770,9.7976036,9.4153395,23.13
12,5.7447548,9.7959738,9.4027481,23.14
13,5.7445917,9.7965298,9.3916922,23.19
14,5.7442055,9.7978477,9.3804245,23.18
15,5.7444210,9.7971125,9.3705101,23.15
16,5.7443829,9.7972422,9.3610163,23.10
17,5.7445803,9.7965689,9.3501797,23.03
18,5.7443538,9.7973413,9.3411722,22.99
19,5.7445765,9.7965822,9.3288937,22.95
20,5.7445469,9.7966833,9.3167801,23.01
21,5.7439890,9.7985859,9.3058786,22.99
22,5.7445164,9.7967863,9.2971010,22.98
23,5.7441158,9.7981529,9.2869434,22.98
24,5.7445836,9.7965574,9.2783251,22.99
25,5.7444410,9.7970438,9.2684937,22.99
26,5.7446852,9.7962112,9.2567778,22.96
27,5.7442570,9.7976713,9.2456856,23.01
28,5.7440281,9.7984524,9.2347641,23.02
29,5.7443581,9.7973270,9.2252455,23.08
30,5.7441373,9.7980804,9.2125301,23.06
31,5.7444682,9.7969513,9.2033033,23.15
32,5.7442260,9.7977772,9.1908197,23.17
