Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445307,9.7967377,9.5109043,29.41
2,5.7450390,9.7950048,9.5072250,29.39
3,5.7449374,9.7953510,9.4986658,29.39
4,5.7446384,9.7963705,9.4887733,29.39
5,5.7452316,9.7943478,9.4750433,29.36
6,5.7447672,9.7959309,9.4651270,29.30
7,5.7447524,9.7959814,9.4550381,29.27
8,5.7446685,9.7962685,9.4453669,29.26
9,5.7449565,9.7952862,9.4400578,29.26
10,5.7448964,9.7954903,9.4327698,29.24
11,5.7446213,9.7964287,9.4207172,29.24
12,5.7450752,9.7948809,9.4100523,29.20
13,5.7447715,9.7959166,9.3998661,29.18
14,5.7446051,9.7964840,9.3907375,29.17
15,5.7448540,9.7956352,9.3809547,29.22
16,5.7447395,9.7960253,9.3757229,29.22
17,5.7448797,9.7955475,9.3660440,29.16
18,5.7445679,9.7966108,9.3552580,29.20
19,5.7451563,9.7946043,9.3460569,29.20
20,5.7448282,9.7957230,9.3357906,29.20
21,5.7445211,9.7967710,9.3270855,29.18
22,5.7448673,9.7955894,9.3190947,29.18
23,5.7448912,9.7955084,9.3122177,29.18
24,5.7448082,9.7957916,9.3029413,29.22
25,5.7446041,9.7964878,9.2917976,29.25
26,5.7451072,9.7947721,9.2825699,29.29
27,5.7447381,9.7960310,9.2722330,29.33
28,5.7444034,9.7971716,9.2616348,29.30
29,5.7448354,9.7956991,9.2548981,29.31
30,5.7444844,9.7968960,9.2470369,29.32
31,5.7448330,9.7957067,9.2375908,29.30
32,5.7446918,9.7961884,9.2246113,29.26
