Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434111,9.8005581,9.5272408,23.87
2,5.7455387,9.7933006,9.5332966,23.89
3,5.7440958,9.7982216,9.5329409,23.89
4,5.7436466,9.7997541,9.4976082,23.90
5,5.7456284,9.7929955,9.4875574,23.90
6,5.7450447,9.7949858,9.4774990,23.90
7,5.7435236,9.8001738,9.4602976,23.86
8,5.7437959,9.7992449,9.4524803,23.83
9,5.7456017,9.7930861,9.4641790,23.76
10,5.7438812,9.7989540,9.4569836,23.81
11,5.7443209,9.7974539,9.4236937,23.81
12,5.7455807,9.7931576,9.4132566,23.80
13,5.7444916,9.7968712,9.4060564,23.83
14,5.7435050,9.8002377,9.3901243,23.78
15,5.7444205,9.7971134,9.3817587,23.76
16,5.7452664,9.7942286,9.3943806,23.73
17,5.7434006,9.8005934,9.3809690,23.72
18,5.7448978,9.7954865,9.3501034,23.74
19,5.7453575,9.7939186,9.3377457,23.72
20,5.7440395,9.7984133,9.3305273,23.69
21,5.7434382,9.8004656,9.3163748,23.77
22,5.7447548,9.7959738,9.3072929,23.76
23,5.7446241,9.7964191,9.3221159,23.79
24,5.7430162,9.8019056,9.3018961,23.85
25,5.7450709,9.7948952,9.2740211,23.82
26,5.7450266,9.7950468,9.2598543,23.83
27,5.7438087,9.7992010,9.2464714,23.86
28,5.7434826,9.8003139,9.2307272,23.86
29,5.7451053,9.7947788,9.2255383,23.89
30,5.7444997,9.7968435,9.2376022,23.92
31,5.7432694,9.8010406,9.2094698,23.94
32,5.7452192,9.7943897,9.1911535,23.96
