Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437496,9.7994032,9.4782114,24.53
2,5.7446146,9.7964516,9.4710331,24.54
3,5.7446260,9.7964134,9.4662647,24.48
4,5.7441354,9.7980862,9.4494581,24.45
5,5.7447305,9.7960567,9.4391651,24.47
6,5.7448111,9.7957811,9.4299679,24.46
7,5.7443509,9.7973509,9.4170895,24.47
8,5.7438731,9.7989807,9.4058743,24.49
9,5.7444773,9.7969208,9.3969431,24.51
10,5.7445173,9.7967834,9.3965378,24.55
11,5.7446995,9.7961626,9.3788624,24.54
12,5.7449999,9.7951384,9.3691483,24.51
13,5.7448244,9.7957363,9.3559484,24.48
14,5.7441878,9.7979078,9.3429785,24.50
15,5.7441840,9.7979202,9.3322182,24.56
16,5.7437201,9.7995033,9.3074713,24.45
17,5.7443237,9.7974443,9.3020744,24.38
18,5.7444720,9.7969379,9.2836266,24.34
19,5.7451200,9.7947283,9.2733412,24.31
20,5.7446651,9.7962790,9.2604990,24.33
21,5.7442455,9.7977104,9.2507114,24.30
22,5.7442102,9.7978306,9.2410851,24.31
23,5.7444406,9.7970457,9.2341452,24.30
24,5.7439260,9.7988005,9.2289944,24.30
25,5.7439957,9.7985630,9.2136946,24.29
26,5.7450533,9.7949553,9.1995487,24.29
27,5.7444820,9.7969036,9.1853046,24.35
28,5.7438216,9.7991571,9.1756611,24.32
29,5.7440352,9.7984285,9.1686211,24.35
30,5.7444000,9.7971840,9.1625576,24.39
31,5.7438374,9.7991028,9.1551208,24.43
32,5.7445545,9.7966566,9.1372957,24.45
