Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439375,9.7987614,9.5209389,23.26
2,5.7447724,9.7959137,9.5130625,23.26
3,5.7444105,9.7971478,9.5134792,23.26
4,5.7444353,9.7970629,9.4908066,23.23
5,5.7451873,9.7944984,9.4826059,23.21
6,5.7442875,9.7975674,9.4692602,23.23
7,5.7437735,9.7993212,9.4579897,23.24
8,5.7436171,9.7998552,9.4481773,23.27
9,5.7449732,9.7952290,9.4418659,23.31
10,5.7441583,9.7980080,9.4360228,23.29
11,5.7446804,9.7962275,9.4172802,23.29
12,5.7453384,9.7939835,9.4082336,23.32
13,5.7442436,9.7977171,9.3949575,23.38
14,5.7436066,9.7998905,9.3853903,23.39
15,5.7439528,9.7987099,9.3751841,23.45
16,5.7446508,9.7963285,9.3701029,23.44
17,5.7438607,9.7990236,9.3574495,23.48
18,5.7446775,9.7962370,9.3396053,23.51
19,5.7452321,9.7943459,9.3290358,23.50
20,5.7444406,9.7970457,9.3152170,23.48
21,5.7434530,9.8004150,9.3048334,23.45
22,5.7438040,9.7992172,9.2911625,23.44
23,5.7450151,9.7950859,9.2879581,23.42
24,5.7436943,9.7995920,9.2679424,23.38
25,5.7452440,9.7943058,9.2528267,23.41
26,5.7450876,9.7948389,9.2421789,23.37
27,5.7444191,9.7971182,9.2286663,23.34
28,5.7436986,9.7995768,9.2183437,23.29
29,5.7442846,9.7975769,9.2083549,23.30
30,5.7444706,9.7969427,9.2109108,23.28
31,5.7440796,9.7982769,9.1911745,23.30
32,5.7447295,9.7960596,9.1810427,23.34
