Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435074,9.8002291,9.4893646,23.22
2,5.7439966,9.7985601,9.4781656,23.18
3,5.7444367,9.7970591,9.4696388,23.16
4,5.7441988,9.7978706,9.4581280,23.20
5,5.7448130,9.7957754,9.4427805,23.20
6,5.7452087,9.7944260,9.4340992,23.19
7,5.7443914,9.7972126,9.4194851,23.14
8,5.7435179,9.8001938,9.4078617,23.12
9,5.7440796,9.7982769,9.3982296,23.07
10,5.7445660,9.7966175,9.3954411,23.12
11,5.7441044,9.7981920,9.3797398,23.14
12,5.7447410,9.7960205,9.3671608,23.13
13,5.7449656,9.7952547,9.3571529,23.08
14,5.7440796,9.7982769,9.3421583,23.04
15,5.7435026,9.8002453,9.3286076,23.02
16,5.7442713,9.7976227,9.3190317,23.07
17,5.7445598,9.7966394,9.3184443,22.98
18,5.7444563,9.7969923,9.2984142,23.01
19,5.7452354,9.7943344,9.2895899,23.01
20,5.7444859,9.7968912,9.2763758,22.91
21,5.7439580,9.7986917,9.2653055,22.94
22,5.7437325,9.7994614,9.2544708,22.96
23,5.7443085,9.7974958,9.2438812,22.99
24,5.7443585,9.7973251,9.2422295,22.96
25,5.7443790,9.7972555,9.2227354,22.90
26,5.7450471,9.7949762,9.2118530,22.89
27,5.7445164,9.7967863,9.1991882,22.91
28,5.7439761,9.7986298,9.1882210,22.95
29,5.7438183,9.7991686,9.1758900,22.96
30,5.7443342,9.7974081,9.1676025,22.98
31,5.7443018,9.7975187,9.1643610,22.97
32,5.7446194,9.7964354,9.1489820,22.98
