Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434936,9.8002758,9.5168056,24.40
2,5.7453690,9.7938795,9.5172739,24.45
3,5.7440472,9.7983875,9.5203295,24.49
4,5.7437830,9.7992887,9.4858999,24.51
5,5.7453232,9.7940359,9.4758320,24.49
6,5.7446632,9.7962856,9.4632730,24.47
7,5.7438555,9.7990417,9.4491920,24.46
8,5.7437539,9.7993879,9.4417181,24.48
9,5.7455168,9.7933750,9.4469042,24.46
10,5.7437587,9.7993717,9.4425583,24.50
11,5.7442322,9.7977562,9.4105825,24.47
12,5.7453375,9.7939873,9.3994751,24.40
13,5.7446880,9.7962008,9.3898897,24.38
14,5.7436562,9.7997217,9.3763065,24.36
15,5.7441254,9.7981205,9.3698988,24.34
16,5.7455182,9.7933712,9.3796759,24.31
17,5.7433591,9.8007355,9.3662605,24.26
18,5.7448196,9.7957525,9.3387737,24.25
19,5.7455697,9.7931957,9.3281384,24.22
20,5.7446194,9.7964354,9.3193398,24.19
21,5.7437387,9.7994404,9.3069735,24.17
22,5.7446699,9.7962627,9.2976570,24.15
23,5.7454157,9.7937202,9.3109789,24.09
24,5.7433996,9.8005972,9.2918377,24.10
25,5.7452016,9.7944508,9.2693214,24.13
26,5.7449861,9.7951851,9.2579126,24.11
27,5.7441530,9.7980261,9.2475386,24.11
28,5.7434287,9.8004980,9.2347116,24.14
29,5.7447352,9.7960405,9.2273655,24.16
30,5.7448478,9.7956562,9.2406054,24.13
31,5.7435637,9.8000374,9.2141714,24.15
32,5.7448111,9.7957811,9.1966848,24.15
