Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444248,9.7970991,9.5201235,23.22
2,5.7442904,9.7975578,9.5095501,23.25
3,5.7443786,9.7972565,9.4991722,23.24
4,5.7446003,9.7965012,9.4913902,23.30
5,5.7443724,9.7972784,9.4800425,23.26
6,5.7444725,9.7969370,9.4685793,23.24
7,5.7446270,9.7964096,9.4589510,23.20
8,5.7445202,9.7967739,9.4497099,23.21
9,5.7444258,9.7970963,9.4400120,23.22
10,5.7443848,9.7972355,9.4296141,23.21
11,5.7442493,9.7976980,9.4203949,23.18
12,5.7443547,9.7973375,9.4106913,23.19
13,5.7443395,9.7973909,9.3978100,23.19
14,5.7444029,9.7971745,9.3874712,23.20
15,5.7443380,9.7973948,9.3758392,23.21
16,5.7443399,9.7973881,9.3646593,23.20
17,5.7445498,9.7966738,9.3544369,23.23
18,5.7444286,9.7970867,9.3461094,23.22
19,5.7443018,9.7975187,9.3356333,23.13
20,5.7445393,9.7967081,9.3248301,23.13
21,5.7446280,9.7964067,9.3150730,23.10
22,5.7446208,9.7964306,9.3049698,23.10
23,5.7444367,9.7970591,9.2958632,23.10
24,5.7444854,9.7968931,9.2875767,23.13
25,5.7444487,9.7970181,9.2792864,23.15
26,5.7443838,9.7972393,9.2692633,23.15
27,5.7442031,9.7978554,9.2576180,23.18
28,5.7443743,9.7972717,9.2468681,23.20
29,5.7443991,9.7971869,9.2353430,23.19
30,5.7443128,9.7974815,9.2252874,23.20
31,5.7444363,9.7970600,9.2171907,23.19
32,5.7443581,9.7973270,9.2085848,23.22
