Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442408,9.7977266,9.5123606,28.96
2,5.7448549,9.7956324,9.5069408,28.94
3,5.7447758,9.7959023,9.5037842,28.97
4,5.7445230,9.7967644,9.4888573,28.95
5,5.7449436,9.7953300,9.4759216,28.99
6,5.7448697,9.7955818,9.4634819,28.98
7,5.7445545,9.7966566,9.4529133,28.97
8,5.7445974,9.7965107,9.4418869,28.95
9,5.7447562,9.7959690,9.4367905,28.91
10,5.7447410,9.7960205,9.4325628,28.91
11,5.7446022,9.7964945,9.4173517,28.84
12,5.7451286,9.7946987,9.4053850,28.83
13,5.7448978,9.7954865,9.3914576,28.82
14,5.7444715,9.7969398,9.3820324,28.80
15,5.7448449,9.7956667,9.3746500,28.75
16,5.7447977,9.7958279,9.3699245,28.71
17,5.7447300,9.7960587,9.3629923,28.76
18,5.7446194,9.7964354,9.3462782,28.79
19,5.7451105,9.7947607,9.3346024,28.76
20,5.7445583,9.7966433,9.3208618,28.81
21,5.7442684,9.7976322,9.3140440,28.82
22,5.7446098,9.7964678,9.3071985,28.86
23,5.7447233,9.7960815,9.3013659,28.84
24,5.7445993,9.7965040,9.2905798,28.84
25,5.7447424,9.7960157,9.2743912,28.87
26,5.7451005,9.7947950,9.2650928,28.83
27,5.7446632,9.7962856,9.2518330,28.78
28,5.7441998,9.7978668,9.2438793,28.77
29,5.7448978,9.7954865,9.2383146,28.78
30,5.7447309,9.7960548,9.2327385,28.87
31,5.7447205,9.7960911,9.2197409,28.81
32,5.7447128,9.7961168,9.2045679,28.78
