Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435985,9.7999182,9.5221148,23.16
2,5.7453666,9.7938871,9.5222816,23.15
3,5.7440000,9.7985487,9.5255661,23.11
4,5.7440796,9.7982769,9.4948225,23.14
5,5.7453508,9.7939405,9.4865732,23.13
6,5.7445784,9.7965755,9.4736452,23.12
7,5.7437820,9.7992916,9.4613123,23.14
8,5.7435732,9.8000050,9.4534836,23.18
9,5.7453880,9.7938147,9.4557896,23.21
10,5.7435541,9.8000698,9.4503841,23.21
11,5.7442932,9.7975473,9.4224653,23.24
12,5.7452402,9.7943192,9.4128084,23.22
13,5.7443018,9.7975187,9.3994513,23.18
14,5.7434797,9.8003235,9.3891211,23.25
15,5.7440991,9.7982101,9.3801050,23.28
16,5.7454147,9.7937231,9.3865633,23.28
17,5.7435164,9.8001986,9.3716898,23.24
18,5.7448120,9.7957783,9.3482428,23.24
19,5.7452941,9.7941341,9.3366289,23.23
20,5.7442989,9.7975292,9.3257589,23.20
21,5.7435026,9.8002453,9.3146582,23.15
22,5.7443647,9.7973042,9.3052864,23.11
23,5.7449150,9.7954273,9.3163700,23.11
24,5.7433043,9.8009224,9.2945395,23.10
25,5.7450290,9.7950392,9.2749214,23.17
26,5.7449312,9.7953720,9.2617807,23.14
27,5.7443390,9.7973919,9.2508526,23.12
28,5.7436171,9.7998552,9.2403831,23.13
29,5.7447486,9.7959948,9.2319508,23.10
30,5.7446709,9.7962599,9.2437630,23.07
31,5.7436333,9.7997999,9.2161932,23.11
32,5.7452545,9.7942696,9.2024174,23.09
