Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436819,9.7996340,9.4837723,23.07
2,5.7440295,9.7984476,9.4742928,23.04
3,5.7446847,9.7962132,9.4662743,22.99
4,5.7442503,9.7976952,9.4537621,22.98
5,5.7448244,9.7957363,9.4429855,22.92
6,5.7448530,9.7956390,9.4332361,22.92
7,5.7442741,9.7976131,9.4202042,22.88
8,5.7431846,9.8013306,9.4060850,22.90
9,5.7439609,9.7986822,9.3940811,22.92
10,5.7445893,9.7965384,9.3868237,22.94
11,5.7445450,9.7966890,9.3682060,22.88
12,5.7446575,9.7963057,9.3563948,22.86
13,5.7440524,9.7983694,9.3417406,22.87
14,5.7441931,9.7978897,9.3201265,22.89
15,5.7438650,9.7990084,9.3054934,22.90
16,5.7440825,9.7982674,9.2934446,22.88
17,5.7442756,9.7976084,9.2885485,22.88
18,5.7449331,9.7953653,9.2711887,22.87
19,5.7449293,9.7953787,9.2603550,22.87
20,5.7446761,9.7962418,9.2505407,22.83
21,5.7441320,9.7980976,9.2412815,22.83
22,5.7439356,9.7987680,9.2294798,22.84
23,5.7443213,9.7974520,9.2183781,22.81
24,5.7442656,9.7976418,9.2142582,22.87
25,5.7444477,9.7970209,9.2009697,22.90
26,5.7450638,9.7949200,9.1915598,22.92
27,5.7447748,9.7959061,9.1797867,22.95
28,5.7435403,9.8001165,9.1695261,22.94
29,5.7437944,9.7992496,9.1581888,22.92
30,5.7443056,9.7975063,9.1478233,22.96
31,5.7441959,9.7978802,9.1398897,22.90
32,5.7443619,9.7973137,9.1268482,22.88
