Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437792,9.7993021,9.5214090,24.07
2,5.7448421,9.7956762,9.5132608,23.99
3,5.7442064,9.7978439,9.5132608,24.00
4,5.7444372,9.7970572,9.4889889,23.95
5,5.7455034,9.7934208,9.4802179,23.95
6,5.7444754,9.7969275,9.4662037,23.93
7,5.7440786,9.7982807,9.4540749,23.93
8,5.7439566,9.7986965,9.4441547,23.92
9,5.7447629,9.7959461,9.4403839,23.97
10,5.7439117,9.7988491,9.4355650,23.98
11,5.7443314,9.7974176,9.4141636,24.01
12,5.7451797,9.7945251,9.4036522,24.06
13,5.7443376,9.7973967,9.3894300,24.10
14,5.7439651,9.7986670,9.3826332,24.11
15,5.7440720,9.7983027,9.3737507,24.09
16,5.7450371,9.7950106,9.3714514,24.10
17,5.7438059,9.7992105,9.3606567,24.10
18,5.7447400,9.7960243,9.3423643,24.08
19,5.7453356,9.7939939,9.3332720,24.05
20,5.7443571,9.7973299,9.3202610,24.00
21,5.7436371,9.7997866,9.3103676,24.03
22,5.7443304,9.7974215,9.3026657,24.03
23,5.7448215,9.7957468,9.3048868,24.02
24,5.7437782,9.7993050,9.2885180,24.04
25,5.7446632,9.7962856,9.2729149,24.07
26,5.7450657,9.7949133,9.2606525,24.08
27,5.7442842,9.7975788,9.2465620,24.11
28,5.7434883,9.8002939,9.2360811,24.19
29,5.7444925,9.7968683,9.2265234,24.16
30,5.7445369,9.7967176,9.2307644,24.16
31,5.7442274,9.7977724,9.2098131,24.19
32,5.7451487,9.7946310,9.1964350,24.20
