Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438793,9.7989597,9.5202217,23.98
2,5.7448597,9.7956161,9.5170507,23.93
3,5.7439909,9.7985792,9.5222378,23.92
4,5.7439251,9.7988043,9.4910727,23.98
5,5.7451077,9.7947702,9.4805136,24.04
6,5.7442751,9.7976103,9.4668674,24.06
7,5.7441044,9.7981920,9.4539795,24.12
8,5.7437577,9.7993755,9.4448366,24.11
9,5.7451506,9.7946243,9.4445324,24.11
10,5.7436781,9.7996464,9.4409637,24.12
11,5.7444544,9.7969980,9.4131804,24.11
12,5.7454066,9.7937508,9.4034967,24.18
13,5.7444487,9.7970181,9.3906422,24.20
14,5.7435484,9.8000898,9.3788233,24.21
15,5.7440739,9.7982969,9.3714657,24.21
16,5.7450061,9.7951174,9.3744926,24.20
17,5.7435160,9.8002005,9.3621998,24.30
18,5.7448277,9.7957249,9.3378372,24.33
19,5.7455387,9.7933006,9.3260193,24.36
20,5.7444239,9.7971029,9.3131104,24.30
21,5.7433596,9.8007336,9.3027954,24.34
22,5.7446413,9.7963600,9.2936583,24.29
23,5.7451305,9.7946920,9.3032484,24.25
24,5.7435260,9.8001661,9.2853403,24.27
25,5.7450504,9.7949657,9.2655659,24.26
26,5.7449894,9.7951736,9.2530928,24.30
27,5.7443852,9.7972345,9.2430887,24.32
28,5.7435298,9.8001528,9.2310352,24.34
29,5.7446032,9.7964907,9.2231178,24.33
30,5.7449274,9.7953854,9.2346697,24.31
31,5.7437110,9.7995348,9.2085142,24.29
32,5.7454309,9.7936678,9.1945562,24.31
