Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7451553,9.7946072,9.5066004,25.56
2,5.7445145,9.7967930,9.4937029,25.52
3,5.7445831,9.7965593,9.4834375,25.52
4,5.7448382,9.7956896,9.4712305,25.51
5,5.7452383,9.7943249,9.4580507,25.49
6,5.7449365,9.7953539,9.4487877,25.47
7,5.7443714,9.7972813,9.4401617,25.54
8,5.7443957,9.7971983,9.4300184,25.61
9,5.7444377,9.7970552,9.4193830,25.71
10,5.7442913,9.7975540,9.4100037,25.80
11,5.7445278,9.7967482,9.3944540,25.85
12,5.7452726,9.7942076,9.3789787,25.90
13,5.7451153,9.7947445,9.3656921,25.88
14,5.7444115,9.7971449,9.3541632,25.88
15,5.7449226,9.7954016,9.3468485,25.92
16,5.7446237,9.7964211,9.3373575,25.89
17,5.7449427,9.7953329,9.3301096,25.83
18,5.7451687,9.7945623,9.3230171,25.79
19,5.7454824,9.7934933,9.3161230,25.71
20,5.7451091,9.7947655,9.3097725,25.66
21,5.7444482,9.7970190,9.3021374,25.60
22,5.7450557,9.7949476,9.3019295,25.59
23,5.7447977,9.7958279,9.2925358,25.58
24,5.7453794,9.7938433,9.2841568,25.55
25,5.7449412,9.7953377,9.2768650,25.52
26,5.7455978,9.7930994,9.2698002,25.52
27,5.7450771,9.7948742,9.2650023,25.49
28,5.7444277,9.7970896,9.2574339,25.49
29,5.7450523,9.7949591,9.2539854,25.48
30,5.7448277,9.7957249,9.2428856,25.53
31,5.7450724,9.7948904,9.2323236,25.50
32,5.7449713,9.7952356,9.2228889,25.54
