Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442503,9.7976952,9.4832430,25.60
2,5.7450743,9.7948847,9.4798698,25.63
3,5.7448368,9.7956934,9.4845009,25.65
4,5.7441835,9.7979221,9.4544067,25.62
5,5.7453413,9.7939739,9.4435272,25.61
6,5.7448936,9.7955008,9.4299049,25.59
7,5.7439466,9.7987309,9.4168663,25.65
8,5.7440720,9.7983027,9.4096746,25.69
9,5.7451916,9.7944841,9.4086666,25.69
10,5.7442322,9.7977562,9.4089212,25.71
11,5.7443371,9.7973986,9.3820810,25.74
12,5.7452536,9.7942724,9.3710194,25.72
13,5.7447429,9.7960148,9.3582144,25.76
14,5.7439575,9.7986937,9.3457613,25.79
15,5.7440825,9.7982674,9.3401470,25.86
16,5.7452488,9.7942886,9.3412523,25.82
17,5.7439079,9.7988625,9.3352194,25.81
18,5.7444849,9.7968941,9.3112583,25.80
19,5.7453732,9.7938652,9.2992544,25.84
20,5.7444735,9.7969332,9.2885084,25.92
21,5.7438498,9.7990608,9.2781992,25.91
22,5.7444930,9.7968664,9.2739534,25.89
23,5.7453709,9.7938728,9.2793159,25.86
24,5.7438650,9.7990084,9.2647448,25.84
25,5.7446737,9.7962503,9.2415667,25.78
26,5.7451625,9.7945833,9.2260494,25.71
27,5.7440662,9.7983217,9.2090836,25.73
28,5.7435513,9.8000793,9.1942606,25.74
29,5.7446365,9.7963772,9.1850100,25.71
30,5.7452221,9.7943802,9.1896057,25.70
31,5.7437582,9.7993736,9.1643791,25.67
32,5.7449131,9.7954330,9.1412249,25.66
