Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7454872,9.7934761,9.5376396,23.62
2,5.7466669,9.7894554,9.5381718,23.63
3,5.7431293,9.8015194,9.5247793,23.58
4,5.7431030,9.8016090,9.5012589,23.61
5,5.7456112,9.7930536,9.5146408,23.64
6,5.7448187,9.7957554,9.5249834,23.61
7,5.7430944,9.8016386,9.4987764,23.58
8,5.7457581,9.7925529,9.4712820,23.59
9,5.7464767,9.7901039,9.4697361,23.53
10,5.7424622,9.8037977,9.4543314,23.54
11,5.7434096,9.8005629,9.4341583,23.60
12,5.7459126,9.7920265,9.4527388,23.60
13,5.7443447,9.7973719,9.4576473,23.59
14,5.7432861,9.8009844,9.4205294,23.62
15,5.7459493,9.7919016,9.4009733,23.66
16,5.7458863,9.7921162,9.3989363,23.67
17,5.7423897,9.8040447,9.3805132,23.65
18,5.7436380,9.7997828,9.3701868,23.65
19,5.7459140,9.7920218,9.3902550,23.64
20,5.7439528,9.7987099,9.3873234,23.61
21,5.7434368,9.8004704,9.3453369,23.63
22,5.7468758,9.7887440,9.3313112,23.64
23,5.7450943,9.7948160,9.3329086,23.66
24,5.7423453,9.8041964,9.3114166,23.67
25,5.7445183,9.7967806,9.3046265,23.66
26,5.7453423,9.7939711,9.3284044,23.63
27,5.7441015,9.7982025,9.3171797,23.60
28,5.7438745,9.7989769,9.2755375,23.58
29,5.7470627,9.7881079,9.2702150,23.54
30,5.7443991,9.7971869,9.2656870,23.56
31,5.7420921,9.8050613,9.2441921,23.60
32,5.7454357,9.7936525,9.2376976,23.53
