Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436008,9.7999105,9.5205402,23.13
2,5.7448635,9.7956028,9.5164318,23.16
3,5.7441320,9.7980976,9.5156422,23.14
4,5.7440538,9.7983646,9.4869928,23.05
5,5.7448244,9.7957363,9.4759150,22.99
6,5.7439418,9.7987471,9.4591732,22.97
7,5.7440367,9.7984228,9.4496613,22.96
8,5.7436695,9.7996759,9.4370193,23.02
9,5.7451277,9.7947016,9.4337454,23.03
10,5.7441196,9.7981396,9.4281521,23.10
11,5.7446361,9.7963791,9.4039326,23.11
12,5.7452831,9.7941723,9.3957195,23.12
13,5.7442675,9.7976360,9.3803253,23.15
14,5.7438087,9.7992010,9.3705721,23.16
15,5.7441926,9.7978916,9.3616076,23.12
16,5.7451735,9.7945461,9.3625822,23.08
17,5.7436514,9.7997379,9.3496180,22.98
18,5.7446165,9.7964449,9.3283272,22.92
19,5.7450671,9.7949085,9.3179922,22.88
20,5.7442999,9.7975254,9.3017712,22.81
21,5.7435865,9.7999592,9.2895288,22.78
22,5.7444463,9.7970257,9.2800436,22.75
23,5.7451072,9.7947721,9.2847023,22.75
24,5.7436428,9.7997675,9.2681007,22.79
25,5.7450294,9.7950373,9.2519875,22.85
26,5.7447748,9.7959061,9.2402067,22.89
27,5.7443089,9.7974939,9.2272415,22.92
28,5.7435980,9.7999201,9.2152557,22.99
29,5.7446404,9.7963638,9.2072554,23.03
30,5.7447033,9.7961493,9.2140694,23.07
31,5.7438498,9.7990608,9.1906433,23.08
32,5.7452273,9.7943630,9.1787472,23.06
