Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440310,9.7984428,9.5107698,23.68
2,5.7439966,9.7985601,9.5006323,23.69
3,5.7443323,9.7974148,9.4867668,23.72
4,5.7439642,9.7986698,9.4723768,23.68
5,5.7438259,9.7991428,9.4567862,23.64
6,5.7444463,9.7970257,9.4433126,23.67
7,5.7443829,9.7972422,9.4296837,23.58
8,5.7440071,9.7985239,9.4177647,23.62
9,5.7444143,9.7971344,9.4085073,23.60
10,5.7445068,9.7968197,9.3968639,23.55
11,5.7441816,9.7979288,9.3857031,23.56
12,5.7442579,9.7976685,9.3742962,23.57
13,5.7442741,9.7976131,9.3639860,23.59
14,5.7442613,9.7976570,9.3508463,23.57
15,5.7447176,9.7961006,9.3419886,23.56
16,5.7441630,9.7979927,9.3339634,23.57
17,5.7443395,9.7973909,9.3228426,23.54
18,5.7441702,9.7979679,9.3100691,23.56
19,5.7445164,9.7967863,9.2993059,23.56
20,5.7442231,9.7977867,9.2875233,23.46
21,5.7437692,9.7993355,9.2748442,23.41
22,5.7443657,9.7973003,9.2656260,23.42
23,5.7443261,9.7974358,9.2558908,23.44
24,5.7439594,9.7986870,9.2429056,23.42
25,5.7442355,9.7977448,9.2306290,23.48
26,5.7444620,9.7969723,9.2183714,23.49
27,5.7443328,9.7974129,9.2064133,23.46
28,5.7442017,9.7978611,9.1929884,23.45
29,5.7446527,9.7963219,9.1841040,23.42
30,5.7443333,9.7974110,9.1744566,23.42
31,5.7441230,9.7981291,9.1634684,23.41
32,5.7443304,9.7974215,9.1514587,23.45
