Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434545,9.8004103,9.5237675,23.11
2,5.7447367,9.7960348,9.5177898,23.14
3,5.7440605,9.7983418,9.5161409,23.15
4,5.7445259,9.7967548,9.4899244,23.09
5,5.7454071,9.7937498,9.4798889,23.11
6,5.7441344,9.7980900,9.4647579,23.06
7,5.7439823,9.7986088,9.4540167,23.06
8,5.7438316,9.7991228,9.4453201,23.00
9,5.7450385,9.7950058,9.4435787,23.08
10,5.7438478,9.7990675,9.4378576,23.08
11,5.7442627,9.7976522,9.4143991,23.09
12,5.7453804,9.7938404,9.4027910,23.12
13,5.7444372,9.7970572,9.3873272,23.10
14,5.7438183,9.7991686,9.3774424,23.07
15,5.7440748,9.7982931,9.3671646,23.07
16,5.7450805,9.7948637,9.3693361,23.05
17,5.7436337,9.7997980,9.3553505,23.05
18,5.7447958,9.7958336,9.3372517,23.05
19,5.7447124,9.7961187,9.3269701,23.04
20,5.7442718,9.7976208,9.3141766,23.11
21,5.7433157,9.8008833,9.3022699,23.13
22,5.7442760,9.7976065,9.2923155,23.13
23,5.7448444,9.7956686,9.2968645,23.11
24,5.7435894,9.7999496,9.2762842,23.11
25,5.7450557,9.7949476,9.2596922,23.14
26,5.7450647,9.7949171,9.2489700,23.17
27,5.7441616,9.7979965,9.2372599,23.14
28,5.7435293,9.8001547,9.2255135,23.12
29,5.7444620,9.7969723,9.2161379,23.07
30,5.7448101,9.7957850,9.2217388,23.05
31,5.7441101,9.7981730,9.1979265,23.01
32,5.7452984,9.7941198,9.1878576,23.02
