Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446480,9.7963381,9.5096922,29.44
2,5.7449656,9.7952547,9.5056047,29.47
3,5.7448416,9.7956772,9.5030632,29.44
4,5.7445331,9.7967300,9.4853735,29.44
5,5.7454119,9.7937336,9.4742241,29.51
6,5.7451334,9.7946825,9.4630280,29.58
7,5.7444382,9.7970533,9.4535027,29.52
8,5.7446070,9.7964783,9.4440012,29.55
9,5.7448025,9.7958117,9.4412861,29.54
10,5.7446575,9.7963057,9.4351912,29.55
11,5.7446365,9.7963772,9.4181442,29.55
12,5.7456017,9.7930861,9.4072762,29.53
13,5.7451687,9.7945623,9.3958960,29.47
14,5.7446871,9.7962046,9.3882008,29.47
15,5.7450271,9.7950449,9.3820076,29.43
16,5.7449975,9.7951460,9.3799982,29.44
17,5.7451658,9.7945728,9.3731146,29.40
18,5.7448730,9.7955704,9.3567772,29.41
19,5.7452731,9.7942066,9.3454409,29.43
20,5.7448573,9.7956247,9.3333197,29.38
21,5.7445250,9.7967577,9.3264246,29.41
22,5.7451096,9.7947636,9.3221254,29.42
23,5.7450643,9.7949181,9.3203249,29.38
24,5.7449198,9.7954111,9.3085012,29.36
25,5.7448101,9.7957850,9.2912474,29.39
26,5.7451348,9.7946777,9.2818623,29.39
27,5.7445793,9.7965727,9.2705803,29.40
28,5.7443914,9.7972126,9.2628717,29.37
29,5.7449374,9.7953510,9.2597504,29.47
30,5.7448421,9.7956762,9.2579660,29.43
31,5.7447453,9.7960062,9.2425385,29.45
32,5.7449727,9.7952299,9.2279520,29.45
