Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445250,9.7967577,9.5101652,29.43
2,5.7448807,9.7955446,9.5048752,29.43
3,5.7447672,9.7959309,9.5037374,29.40
4,5.7445822,9.7965622,9.4876204,29.39
5,5.7452002,9.7944546,9.4759560,29.38
6,5.7449403,9.7953415,9.4634256,29.38
7,5.7445335,9.7967281,9.4541111,29.41
8,5.7445936,9.7965231,9.4447985,29.41
9,5.7448006,9.7958174,9.4411459,29.35
10,5.7447991,9.7958221,9.4379930,29.32
11,5.7445555,9.7966537,9.4221201,29.30
12,5.7452335,9.7943411,9.4097700,29.40
13,5.7448196,9.7957525,9.3978920,29.41
14,5.7445154,9.7967901,9.3871889,29.48
15,5.7449031,9.7954683,9.3804131,29.47
16,5.7447214,9.7960873,9.3779573,29.52
17,5.7447872,9.7958632,9.3712044,29.52
18,5.7447028,9.7961502,9.3536911,29.57
19,5.7453156,9.7940617,9.3419724,29.54
20,5.7449040,9.7954645,9.3316088,29.55
21,5.7445364,9.7967186,9.3248253,29.58
22,5.7451754,9.7945395,9.3201694,29.58
23,5.7449226,9.7954016,9.3171959,29.55
24,5.7445698,9.7966042,9.3058977,29.55
25,5.7447705,9.7959204,9.2891121,29.51
26,5.7452631,9.7942410,9.2799482,29.50
27,5.7447796,9.7958889,9.2688971,29.50
28,5.7443299,9.7974224,9.2610435,29.50
29,5.7450700,9.7948990,9.2568254,29.48
30,5.7448177,9.7957592,9.2525826,29.47
31,5.7445722,9.7965965,9.2385883,29.49
32,5.7448416,9.7956772,9.2239294,29.52
