Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447577,9.7959642,9.5232019,24.71
2,5.7447133,9.7961149,9.5130596,24.70
3,5.7442536,9.7976828,9.5020170,24.70
4,5.7443266,9.7974348,9.4926081,24.72
5,5.7444839,9.7968979,9.4851189,24.70
6,5.7446442,9.7963505,9.4757347,24.72
7,5.7446194,9.7964354,9.4668694,24.67
8,5.7449756,9.7952204,9.4554930,24.68
9,5.7446384,9.7963705,9.4459877,24.67
10,5.7442365,9.7977419,9.4360876,24.67
11,5.7445002,9.7968426,9.4270773,24.66
12,5.7444086,9.7971544,9.4188490,24.67
13,5.7445669,9.7966137,9.4085312,24.69
14,5.7445030,9.7968330,9.4008055,24.67
15,5.7451086,9.7947664,9.3893366,24.67
16,5.7446728,9.7962532,9.3801212,24.62
17,5.7441244,9.7981243,9.3698339,24.64
18,5.7445827,9.7965603,9.3634005,24.67
19,5.7444258,9.7970963,9.3526602,24.65
20,5.7448597,9.7956161,9.3432865,24.66
21,5.7445545,9.7966566,9.3360929,24.66
22,5.7451825,9.7945156,9.3258638,24.65
23,5.7446041,9.7964878,9.3159409,24.65
24,5.7441521,9.7980299,9.3042765,24.65
25,5.7447186,9.7960968,9.2998829,24.68
26,5.7444654,9.7969608,9.2893982,24.69
27,5.7447853,9.7958698,9.2805796,24.71
28,5.7446284,9.7964039,9.2715807,24.73
29,5.7450523,9.7949591,9.2620726,24.72
30,5.7444763,9.7969236,9.2523937,24.73
31,5.7440257,9.7984600,9.2421532,24.76
32,5.7445989,9.7965050,9.2368917,24.79
