Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436090,9.7998829,9.5347519,23.70
2,5.7456818,9.7928133,9.5488415,23.67
3,5.7443528,9.7973442,9.5446405,23.65
4,5.7435064,9.8002319,9.5069361,23.67
5,5.7457438,9.7926016,9.4949713,23.65
6,5.7451901,9.7944889,9.4916782,23.61
7,5.7430410,9.8018208,9.4697418,23.65
8,5.7439966,9.7985601,9.4612350,23.64
9,5.7455840,9.7931461,9.4761486,23.63
10,5.7437944,9.7992496,9.4673901,23.62
11,5.7440577,9.7983513,9.4308071,23.64
12,5.7460594,9.7915258,9.4184256,23.65
13,5.7445335,9.7967281,9.4162264,23.68
14,5.7428441,9.8024931,9.3953400,23.69
15,5.7446737,9.7962503,9.3870535,23.62
16,5.7448354,9.7956991,9.4037218,23.67
17,5.7433257,9.8008499,9.3910131,23.67
18,5.7448955,9.7954941,9.3546638,23.63
19,5.7460756,9.7914705,9.3452396,23.68
20,5.7434940,9.8002748,9.3372602,23.78
21,5.7430534,9.8017788,9.3171778,23.77
22,5.7454643,9.7935543,9.3116255,23.75
23,5.7444773,9.7969208,9.3274021,23.74
24,5.7434254,9.8005095,9.3086300,23.74
25,5.7454858,9.7934809,9.2802496,23.75
26,5.7459021,9.7920618,9.2735729,23.74
27,5.7432117,9.8012381,9.2595263,23.76
28,5.7435093,9.8002224,9.2435875,23.74
29,5.7453604,9.7939091,9.2482042,23.82
30,5.7444386,9.7970524,9.2579918,23.83
31,5.7432499,9.8011074,9.2281656,23.83
32,5.7449656,9.7952547,9.2090588,23.85
