Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442908,9.7975559,9.5144539,25.44
2,5.7456589,9.7928915,9.5184393,25.52
3,5.7441692,9.7979708,9.5226088,25.55
4,5.7438202,9.7991619,9.4890127,25.63
5,5.7454967,9.7934437,9.4756060,25.68
6,5.7449870,9.7951822,9.4631557,25.74
7,5.7437716,9.7993279,9.4469252,25.81
8,5.7442584,9.7976665,9.4395275,25.85
9,5.7458606,9.7922039,9.4448271,25.83
10,5.7442131,9.7978210,9.4409885,25.77
11,5.7445011,9.7968388,9.4066448,25.73
12,5.7458830,9.7921267,9.3957138,25.68
13,5.7450418,9.7949953,9.3860683,25.65
14,5.7441835,9.7979221,9.3678865,25.59
15,5.7448425,9.7956743,9.3635464,25.56
16,5.7456970,9.7927608,9.3676577,25.55
17,5.7437553,9.7993832,9.3505516,25.51
18,5.7443867,9.7972288,9.3178158,25.48
19,5.7450342,9.7950201,9.3029470,25.46
20,5.7445812,9.7965660,9.2915497,25.41
21,5.7426414,9.8031855,9.2619143,25.40
22,5.7448969,9.7954893,9.2531004,25.43
23,5.7450938,9.7948170,9.2571526,25.44
24,5.7437172,9.7995129,9.2368793,25.44
25,5.7451420,9.7946539,9.2135696,25.45
26,5.7459011,9.7920656,9.2037411,25.46
27,5.7444625,9.7969713,9.1974115,25.46
28,5.7445016,9.7968369,9.1867809,25.44
29,5.7454996,9.7934341,9.1813068,25.48
30,5.7450576,9.7949409,9.1909885,25.46
31,5.7435384,9.8001232,9.1634111,25.44
32,5.7455120,9.7933922,9.1472521,25.48
