Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440052,9.7985306,9.5204248,23.68
2,5.7443581,9.7973270,9.5128708,23.69
3,5.7444468,9.7970247,9.5006151,23.77
4,5.7445021,9.7968359,9.4912977,23.76
5,5.7443314,9.7974176,9.4780979,23.77
6,5.7448931,9.7955027,9.4691410,23.77
7,5.7443867,9.7972288,9.4560652,23.72
8,5.7441988,9.7978706,9.4458628,23.68
9,5.7444143,9.7971344,9.4379759,23.66
10,5.7445030,9.7968330,9.4263077,23.63
11,5.7444768,9.7969217,9.4166498,23.59
12,5.7447047,9.7961445,9.4052925,23.61
13,5.7447309,9.7960548,9.3943062,23.54
14,5.7444000,9.7971840,9.3847923,23.49
15,5.7444057,9.7971640,9.3746777,23.45
16,5.7442775,9.7976017,9.3669815,23.44
17,5.7443476,9.7973623,9.3538733,23.37
18,5.7444143,9.7971344,9.3440704,23.46
19,5.7446418,9.7963591,9.3321590,23.46
20,5.7446785,9.7962341,9.3218803,23.50
21,5.7441301,9.7981043,9.3114376,23.53
22,5.7441664,9.7979803,9.3013201,23.58
23,5.7440472,9.7983875,9.2924461,23.58
24,5.7443523,9.7973471,9.2804384,23.68
25,5.7443352,9.7974052,9.2690048,23.66
26,5.7445173,9.7967834,9.2566719,23.64
27,5.7443857,9.7972326,9.2445860,23.68
28,5.7441721,9.7979612,9.2327824,23.72
29,5.7446036,9.7964888,9.2230301,23.74
30,5.7442961,9.7975378,9.2147722,23.74
31,5.7443352,9.7974052,9.2045956,23.71
32,5.7442293,9.7977657,9.1907482,23.73
