Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435646,9.8000336,9.4934607,23.09
2,5.7443190,9.7974596,9.4841719,23.16
3,5.7442102,9.7978306,9.4840117,23.21
4,5.7443428,9.7973785,9.4605303,23.23
5,5.7448864,9.7955246,9.4517603,23.24
6,5.7442665,9.7976389,9.4375153,23.26
7,5.7439280,9.7987947,9.4256182,23.30
8,5.7436790,9.7996435,9.4109173,23.40
9,5.7446928,9.7961845,9.4020615,23.38
10,5.7440057,9.7985287,9.3982487,23.32
11,5.7445416,9.7967005,9.3771887,23.28
12,5.7452459,9.7942991,9.3650064,23.23
13,5.7441211,9.7981348,9.3490419,23.20
14,5.7438569,9.7990370,9.3381672,23.13
15,5.7440329,9.7984362,9.3273478,23.12
16,5.7450008,9.7951345,9.3235235,23.17
17,5.7442093,9.7978344,9.3157206,23.16
18,5.7443542,9.7973404,9.2981730,23.20
19,5.7452760,9.7941971,9.2895947,23.22
20,5.7440677,9.7983179,9.2726536,23.28
21,5.7434406,9.8004570,9.2626657,23.30
22,5.7438421,9.7990866,9.2507668,23.32
23,5.7445259,9.7967548,9.2466459,23.38
24,5.7441988,9.7978706,9.2307177,23.35
25,5.7448578,9.7956219,9.2145300,23.33
26,5.7449269,9.7953863,9.2023344,23.32
27,5.7446575,9.7963057,9.1877546,23.34
28,5.7436709,9.7996712,9.1772213,23.35
29,5.7441988,9.7978706,9.1682205,23.35
30,5.7443962,9.7971964,9.1682243,23.36
31,5.7434835,9.8003101,9.1486206,23.40
32,5.7448721,9.7955742,9.1339998,23.39
