Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441177,9.7981462,9.5172024,24.06
2,5.7445889,9.7965393,9.5104923,24.12
3,5.7442741,9.7976131,9.5102472,24.08
4,5.7443123,9.7974825,9.4906378,24.13
5,5.7451487,9.7946310,9.4795914,24.20
6,5.7443595,9.7973223,9.4641523,24.23
7,5.7441368,9.7980814,9.4514179,24.31
8,5.7437420,9.7994289,9.4409323,24.28
9,5.7446127,9.7964582,9.4324970,24.31
10,5.7441263,9.7981176,9.4255581,24.39
11,5.7444811,9.7969074,9.4079723,24.41
12,5.7451949,9.7944727,9.3961096,24.42
13,5.7444811,9.7969074,9.3811617,24.38
14,5.7438045,9.7992153,9.3720875,24.31
15,5.7441311,9.7981014,9.3632851,24.29
16,5.7450085,9.7951088,9.3589630,24.29
17,5.7442627,9.7976522,9.3499022,24.24
18,5.7446527,9.7963219,9.3342600,24.25
19,5.7450509,9.7949638,9.3254623,24.23
20,5.7441864,9.7979126,9.3095846,24.29
21,5.7434945,9.8002729,9.2987890,24.28
22,5.7442093,9.7978344,9.2906466,24.34
23,5.7448673,9.7955894,9.2887306,24.30
24,5.7441716,9.7979631,9.2736263,24.28
25,5.7449617,9.7952681,9.2587175,24.24
26,5.7449622,9.7952662,9.2493486,24.23
27,5.7442403,9.7977285,9.2356749,24.22
28,5.7432642,9.8010597,9.2229872,24.14
29,5.7447195,9.7960939,9.2130079,24.13
30,5.7447729,9.7959118,9.2119741,24.15
31,5.7441487,9.7980404,9.1911354,24.16
32,5.7447963,9.7958317,9.1797152,24.07
