Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436919,9.7995996,9.5183725,23.03
2,5.7442756,9.7976084,9.5090771,22.98
3,5.7446165,9.7964449,9.5058575,22.99
4,5.7445679,9.7966108,9.4897575,22.91
5,5.7449532,9.7952976,9.4804354,22.92
6,5.7447586,9.7959604,9.4706974,22.86
7,5.7439666,9.7986622,9.4584866,22.82
8,5.7438869,9.7989340,9.4464512,22.85
9,5.7443218,9.7974501,9.4358654,22.86
10,5.7442565,9.7976732,9.4307051,22.90
11,5.7445951,9.7965183,9.4154863,22.91
12,5.7450409,9.7949982,9.4040041,22.87
13,5.7446289,9.7964029,9.3924723,22.84
14,5.7439070,9.7988653,9.3816805,22.86
15,5.7440853,9.7982569,9.3712769,22.86
16,5.7442694,9.7976294,9.3608780,22.89
17,5.7445269,9.7967510,9.3530884,22.90
18,5.7444654,9.7969608,9.3402910,22.92
19,5.7451997,9.7944565,9.3293390,22.93
20,5.7442484,9.7977009,9.3176670,22.97
21,5.7434349,9.8004761,9.3039646,23.02
22,5.7439680,9.7986574,9.2943535,22.98
23,5.7440042,9.7985344,9.2831631,23.02
24,5.7444787,9.7969151,9.2712383,23.07
25,5.7447186,9.7960968,9.2581987,23.05
26,5.7449846,9.7951899,9.2460060,23.09
27,5.7440567,9.7983551,9.2314720,23.06
28,5.7438660,9.7990055,9.2198744,23.10
29,5.7441282,9.7981110,9.2115211,23.10
30,5.7444367,9.7970591,9.2040138,23.08
31,5.7441349,9.7980881,9.1902103,23.10
32,5.7446303,9.7963982,9.1774483,23.13
