Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449999,9.7951384,9.5252981,28.81
2,5.7454157,9.7937202,9.5137367,28.79
3,5.7443986,9.7971888,9.5037222,28.82
4,5.7443924,9.7972097,9.4954166,28.84
5,5.7449484,9.7953138,9.4908648,28.82
6,5.7449079,9.7954521,9.4950819,28.85
7,5.7445536,9.7966604,9.4772377,28.88
8,5.7448053,9.7958012,9.4620438,28.91
9,5.7455177,9.7933722,9.4515753,28.90
10,5.7443514,9.7973499,9.4391613,28.88
11,5.7445736,9.7965918,9.4317493,28.85
12,5.7448525,9.7956400,9.4302454,28.90
13,5.7446995,9.7961626,9.4307880,28.95
14,5.7443371,9.7973986,9.4107943,29.03
15,5.7451897,9.7944908,9.3962746,29.07
16,5.7452693,9.7942190,9.3860207,29.06
17,5.7442551,9.7976780,9.3731174,29.13
18,5.7446294,9.7964010,9.3643885,29.14
19,5.7448769,9.7955570,9.3633709,29.21
20,5.7445774,9.7965784,9.3582163,29.23
21,5.7446404,9.7963638,9.3373251,29.24
22,5.7455359,9.7933111,9.3246288,29.27
23,5.7454262,9.7936840,9.3165112,29.23
24,5.7443705,9.7972841,9.3040628,29.15
25,5.7447805,9.7958860,9.2977009,29.01
26,5.7450237,9.7950563,9.2983274,28.93
27,5.7445469,9.7966833,9.2900152,28.90
28,5.7447181,9.7960987,9.2718801,28.95
29,5.7454429,9.7936277,9.2607918,28.92
30,5.7449861,9.7951851,9.2503424,28.86
31,5.7443581,9.7973270,9.2405005,28.83
32,5.7447014,9.7961559,9.2354517,28.83
