Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440858,9.7982559,9.4768400,26.10
2,5.7449131,9.7954330,9.4653311,26.06
3,5.7448821,9.7955399,9.4610748,26.07
4,5.7443972,9.7971935,9.4369164,25.96
5,5.7454119,9.7937336,9.4242601,26.01
6,5.7452636,9.7942390,9.4102631,25.95
7,5.7444544,9.7969980,9.3962431,25.94
8,5.7441330,9.7980947,9.3826857,25.93
9,5.7452197,9.7943878,9.3741131,25.85
10,5.7446384,9.7963705,9.3687716,25.89
11,5.7444506,9.7970114,9.3486881,25.91
12,5.7451496,9.7946272,9.3368711,25.91
13,5.7450829,9.7948551,9.3229523,25.96
14,5.7442784,9.7975979,9.3117857,25.96
15,5.7442493,9.7976980,9.2981701,25.93
16,5.7445354,9.7967215,9.2902613,25.99
17,5.7445307,9.7967377,9.2845383,25.98
18,5.7445431,9.7966957,9.2684364,26.08
19,5.7453899,9.7938080,9.2565556,26.14
20,5.7448053,9.7958012,9.2448301,26.18
21,5.7443523,9.7973471,9.2357531,26.15
22,5.7445250,9.7967577,9.2272511,26.16
23,5.7446532,9.7963200,9.2189960,26.21
24,5.7444239,9.7971029,9.2079315,26.23
25,5.7452044,9.7944403,9.1927729,26.21
26,5.7455173,9.7933741,9.1797009,26.14
27,5.7445111,9.7968054,9.1690931,26.10
28,5.7440925,9.7982330,9.1600714,26.06
29,5.7446518,9.7963247,9.1521835,26.06
30,5.7448387,9.7956867,9.1441050,26.08
31,5.7445955,9.7965164,9.1266451,26.05
32,5.7449303,9.7953749,9.1107388,26.04
