Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443733,9.7972746,9.5258474,27.12
2,5.7455606,9.7932262,9.5366335,27.08
3,5.7442694,9.7976294,9.5355797,27.04
4,5.7439704,9.7986498,9.5051956,27.10
5,5.7457132,9.7927055,9.4924240,27.08
6,5.7452383,9.7943249,9.4865446,27.19
7,5.7435312,9.8001480,9.4694252,27.25
8,5.7444510,9.7970095,9.4635592,27.28
9,5.7456951,9.7927675,9.4753065,27.27
10,5.7440529,9.7983685,9.4688854,27.31
11,5.7444506,9.7970114,9.4364834,27.36
12,5.7458377,9.7922821,9.4261637,27.32
13,5.7446890,9.7961979,9.4212894,27.33
14,5.7435579,9.8000565,9.4030333,27.37
15,5.7446470,9.7963409,9.4015207,27.40
16,5.7454433,9.7936258,9.4146557,27.39
17,5.7437243,9.7994890,9.4001389,27.33
18,5.7448492,9.7956524,9.3714085,27.33
19,5.7458520,9.7922325,9.3613682,27.31
20,5.7446108,9.7964649,9.3579464,27.32
21,5.7436390,9.7997799,9.3417044,27.33
22,5.7453408,9.7939749,9.3386936,27.35
23,5.7451415,9.7946548,9.3526344,27.35
24,5.7436638,9.7996950,9.3353863,27.35
25,5.7449722,9.7952328,9.3108425,27.40
26,5.7457685,9.7925177,9.3029308,27.34
27,5.7440453,9.7983942,9.2943516,27.38
28,5.7435865,9.7999592,9.2815046,27.38
29,5.7453876,9.7938156,9.2787104,27.41
30,5.7447734,9.7959099,9.2883635,27.45
31,5.7438078,9.7992039,9.2648792,27.52
32,5.7451386,9.7946644,9.2459335,27.52
