Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443032,9.7975140,9.5088806,28.09
2,5.7448153,9.7957668,9.5023975,28.05
3,5.7446051,9.7964840,9.4959841,28.06
4,5.7444782,9.7969170,9.4828568,28.08
5,5.7450294,9.7950373,9.4702473,28.07
6,5.7448225,9.7957430,9.4584732,28.06
7,5.7444735,9.7969332,9.4484415,28.08
8,5.7445984,9.7965078,9.4389400,28.07
9,5.7446880,9.7962008,9.4316187,28.03
10,5.7447224,9.7960844,9.4244938,27.98
11,5.7446022,9.7964945,9.4126616,27.94
12,5.7452397,9.7943201,9.4005203,27.95
13,5.7448587,9.7956190,9.3893404,27.96
14,5.7444830,9.7969007,9.3807993,27.98
15,5.7447691,9.7959251,9.3725252,27.98
16,5.7445736,9.7965918,9.3645287,27.98
17,5.7447004,9.7961597,9.3557940,28.02
18,5.7447758,9.7959023,9.3433733,27.97
19,5.7452321,9.7943459,9.3334923,27.97
20,5.7448564,9.7956276,9.3223753,27.97
21,5.7444220,9.7971087,9.3139172,27.98
22,5.7446542,9.7963161,9.3067808,28.02
23,5.7446322,9.7963915,9.2984514,28.03
24,5.7447557,9.7959709,9.2892628,28.03
25,5.7444305,9.7970800,9.2769489,28.04
26,5.7450318,9.7950296,9.2655659,28.01
27,5.7445364,9.7967186,9.2534466,28.09
28,5.7441797,9.7979355,9.2440815,28.06
29,5.7447996,9.7958212,9.2385836,28.05
30,5.7447157,9.7961063,9.2305708,28.03
31,5.7447987,9.7958241,9.2188063,28.02
32,5.7448215,9.7957468,9.2058439,28.01
